,Title,Poem,Poet,Tags
70,"
                    The Great Form is Without Shape
                ","
All life long
you are unhanding
unhanding and unhanding
what was handed you.
 
All life long
you throw out the line of life.
You throw out the line, stinging
up from your guts.
 
Were they planting trees,
your father and your mother?
Did they ever plant?
Is that a line of trees
far away
green line?
 
All life long
you include something
that includes your life.
You are in the egg.
 
                                          (                In the center of a picture,
                                          two angels hold a transparent crystal
                                          egg of teardrop shape. In the egg
                                          the ocean god is throned, left leg
                                          crossed over right, trident in right
                                          hand. Under his outstretched arms two
                                          children or little people stand, a boy
                                          at his right, a girl at his left. The
                                          boy’s head is crowned with a sun, the
                                          girl’s, with a crescent moon.
 
                                                         That’s the middle level of
                                          the picture. At the top a blazing
                                          sun with human features dominates the
                                          vertical axis. At the bottom a man
                                          and a woman kneel on either side a
                                          furnace, man to the right of the
                                          furnace, woman to the left. In the
                                          furnace itself, directly below the egg
                                          containing the god, is suspended a
                                          similar egg, empty.                            )
 
All life long
the dew falls from heaven
all life long
trees climb up from underground waters.
 
In the seed of the old god the new gods are swarming.
 
Earth is ready for planting.
 
The shut eye is opening.
 
The heat.
 
",Gerrit Lansing,"Relationships,Family & Ancestors,Nature,Religion,The Spiritual"
71,"
                    A Letter
                ","
 I came here, being stricken, stumbling out
At last from streets; the sun, decreasing, took me
For days, the time being the last of autumn,
The thickets not yet stark, but quivering
With tiny colors, like some brush strokes in
The manner of the pointillists; small yellows
Dart shaped, little reds in different pattern,
Clicks and notches of color on threaded bushes,
A cracked and fluent heaven, and a brown earth.
I had these, and my food and sleep—enough.
 
This is a countryside of roofless houses,—
Taverns to rain,—doorsteps of millstones, lintels
Leaning and delicate, foundations sprung to lilacs.
Orchards where boughs like roots strike into the sky.
Here I could well devise the journey to nothing,
At night getting down from the wagon by the black barns,
The zenith a point of darkness, breaking to bits,
Showering motionless stars over the houses.
Scenes relentless—the black and white grooves of a woodcut.
 
But why the journey to nothing or any desire?
Why the heart taken by even senseless adventure,
The goal a coffer of dust?    Give my mouth to the air,
Let arrogant pain lick my flesh with a tongue
Rough as a cat’s; remember the smell of cold mornings,
The dried beauty of women, the exquisite skin
Under the chins of young girls, young men’s rough beards,—
The cringing promise of this one, that one’s apology
For the knife struck down to the bone, gladioli in sick rooms,
Asters and dahlias, flowers like ruches, rosettes. . .
 
Forever enough to part grass over the stones
By some brook or well, the lovely seed-shedding stalks;
To hear in the single wind diverse branches
Repeating their sounds to the sky—that sky like scaled mackerel,
Fleeing the fields—to be defended from silence,
To feel my body as arid, as safe as a twig
Broken away from whatever growth could snare it
Up to a spring, or hold it softly in summer
Or beat it under in snow.
 
                                                       I must get well.
Walk on strong legs, leap the hurdles of sense,  
Reason again, come back to my old patchwork logic,
Addition, subtraction, money, clothes, clocks,
Memories (freesias, smelling slightly of snow and of flesh
In a room with blue curtains) ambition, despair.
I must feel again who had given feeling over,
Challenge laughter, take tears, play the piano,
Form judgments, blame a crude world for disaster.
 
To escape is nothing.    Not to escape is nothing.
The farmer’s wife stands with a halo of darkness
Rounding her head.    Water drips in the kitchen
Tapping the sink.    To-day the maples have split
Limb from the trunk with the ice, a fresh wooden wound.
The vines are distorted with ice, ice burdens the breaking
Roofs I have told you of.
 
",Louise Bogan,"Living,Life Choices,Sorrow & Grieving,The Mind,Nature"
72,"
                    Betrothed
                ","
You have put your two hands upon me, and your mouth,
You have said my name as a prayer.
Here where trees are planted by the water
I have watched your eyes, cleansed from regret,
And your lips, closed over all that love cannot say,
 
         My mother remembers the agony of her womb
         And long years that seemed to promise more than this.
         She says, “You do not love me,
         You do not want me,
         You will go away.”
 
         In the country whereto I go
         I shall not see the face of my friend
         Nor her hair the color of sunburnt grasses;
         Together we shall not find
         The land on whose hills bends the new moon
         In air traversed of birds.
         
What have I thought of love?
I have said, “It is beauty and sorrow.”
I have thought that it would bring me lost delights, and splendor
As a wind out of old time. . .
 
But there is only the evening here,
And the sound of willows
Now and again dipping their long oval leaves in the water.
 
",Louise Bogan,"Living,Life Choices,Marriage & Companionship,Separation & Divorce"
73,"
                    Words for Departure
                ","
Nothing was remembered, nothing forgotten.
When we awoke, wagons were passing on the warm summer   
          pavements,
The window-sills were wet from rain in the night,
Birds scattered and settled over chimneypots
As among grotesque trees.
 
Nothing was accepted, nothing looked beyond.
Slight-voiced bells separated hour from hour,
The afternoon sifted coolness
And people drew together in streets becoming deserted.
There was a moon, and light in a shop-front,
And dusk falling like precipitous water.
 
Hand clasped hand
Forehead still bowed to forehead—
Nothing was lost, nothing possessed
There was no gift nor denial.
 
2.
I have remembered you.
You were not the town visited once,
Nor the road falling behind running feet.
 
You were as awkward as flesh
And lighter than frost or ashes.
 
You were the rind,
And the white-juiced apple,
The song, and the words waiting for music.
 
3.
You have learned the beginning;
Go from mine to the other.
 
Be together; eat, dance, despair,
Sleep, be threatened, endure.
You will know the way of that.
 
But at the end, be insolent;
Be absurd—strike the thing short off;
Be mad—only do not let talk
Wear the bloom from silence.
 
And go away without fire or lantern
Let there be some uncertainty about your departure.
 
",Louise Bogan,"Living,Separation & Divorce,Activities,Travels & Journeys"
74,"
                    Knowledge
                ","
Now that I know
How passion warms little
Of flesh in the mould,
And treasure is brittle,—
 
I’ll lie here and learn
How, over their ground,
Trees make a long shadow
And a light sound.
 
",Louise Bogan,"Love,Desire,Heartache & Loss,Activities,School & Learning,Nature,Trees & Flowers"
75,"
                    The Alchemist
                ","
 I burned my life, that I might find
A passion wholly of the mind,
Thought divorced from eye and bone,
Ecstasy come to breath alone.
I broke my life, to seek relief
From the flawed light of love and grief.
 
With mounting beat the utter fire
Charred existence and desire.
It died low, ceased its sudden thresh.
I had found unmysterious flesh—
Not the mind’s avid substance—still
Passionate beyond the will.
 
 
",Louise Bogan,"Living,The Body,The Mind,Religion,The Spiritual,Arts & Sciences,Sciences"
76,"
                    My Voice Not Being Proud
                ","
My voice, not being proud
Like a strong woman’s, that cries
Imperiously aloud
That death disarm her, lull her—
Screams for no mourning color
Laid menacingly, like fire,
Over my long desire.
It will end, and leave no print.
As you lie, I shall lie:
Separate, eased, and cured.
Whatever is wasted or wanted
In this country of glass and flint
Some garden will use, once planted.
As you lie alone, I shall lie,
O, in singleness assured,
Deafened by mire and lime.
I remember, while there is time.
 
 
",Louise Bogan,"Living,Death,Arts & Sciences,Poetry & Poets"
77,"
                    Song
                ","
Love me because I am lost;
Love me that I am undone.
That is brave,—no man has wished it,
Not one.
 
Be strong, to look on my heart
As others look on my face.
Love me,—I tell you that it is a ravaged
Terrible place.
 
",Louise Bogan,"Love,Realistic & Complicated,Relationships,Men & Women"
78,"
                    Fifteenth Farewell
                ","
                                    I
You may have all things from me, save my breath,
The slight life in my throat will not give pause
For your love, nor your loss, nor any cause.
Shall I be made a panderer to death,
Dig the green ground for darkness underneath,
Let the dust serve me, covering all that was
With all that will be? Better, from time’s claws,
The hardened face under the subtle wreath.
 
Cooler than stones in wells, sweeter, more kind
Than hot, perfidious words, my breathing moves
Close to my plunging blood.    Be strong, and hang
Unriven mist over my breast and mind,
My breath! We shall forget the heart that loves,
Though in my body beat its blade, and its fang.
 
                                    II
I erred, when I thought loneliness the wide
Scent of mown grass over forsaken fields,
Or any shadow isolation yields.
Loneliness was the heart within your side.
Your thought, beyond my touch, was tilted air
Ringed with as many borders as the wind.
How could I judge you gentle or unkind
When all bright flying space was in your care?
 
Now that I leave you, I shall be made lonely
By simple empty days, never that chill
Resonant heart to strike between my arms
Again, as though distraught for distance,­–only
Levels of evening, now, behind a hill,
Or a late cock-crow from the darkening farms.
 
",Louise Bogan,"Living,Separation & Divorce,Sorrow & Grieving,Love,Heartache & Loss"
79,"
                    Sonnet
                ","
Since you would claim the sources of my thoughtRecall the meshes whence it sprang unlimed,The reedy traps which other hands have timedTo close upon it. Conjure up the hotBlaze that it cleared so cleanly, or the snowDevised to strike it down. It will be free.Whatever nets draw in to prison meAt length your eyes must turn to watch it go.
 My mouth, perhaps, may learn one thing too well,My body hear no echo save its own,Yet will the desperate mind, maddened and proud,Seek out the storm, escape the bitter spellThat we obey, strain to the wind, be thrownStraight to its freedom in the thunderous cloud.
 
",Louise Bogan,"Living,The Mind,Relationships,Friends & Enemies"
80,"
                    Sonnets by the Night-Sea (VI)
                ","
The wind of night is mighty on the deep—
     A presence haunting sea and land again.
     That wind upon the watery waste hath been;
That wind upon the desert soon shall sweep.
O vast and mournful spirit, wherefore keep
     Thy vigil at the fleeting homes of men,
     Who need no voice of thine to tell them when
Is come the hour to labor or to sleep?
 
From waste to waste thou goest, and art dumb
     Before the morning. Patient in her tree
          The bird awaits until thy strength hath passed,
Forgetting darkness when the day is come.
     With other tidings hast thou burdened me,
          Whom desolations harbor at the last.
 
",George Sterling,"Nature,Seas, Rivers, & Streams,Religion,The Spiritual"
81,"
                    The Skull of Shakespeare
                ","
I
Without how small, within how strangely vast!
     What stars of terror had their path in thee!
     What music of the heavens and the sea
Lived in a sigh or thundered on the blast!
Here swept the gleam and pageant of the Past,
     As Beauty trembled to her fate’s decree;
     Here swords were forged for armies yet to be,
And tears were found too dreadful not to last.
 
Here stood the seats of judgment and its light,
     To whose assizes all our dreams were led—
          Our best and worst, our Paradise and Hell;
And in this room delivered now to night,
     The mortal put its question to the dead,
          And worlds were weighed, and God’s deep shadow fell.
 
II
Here an immortal river had its rise,
     Though dusty now the fountain whence it ran
     So swift and beautiful with good to man.
Here the foundation of an empire lies—
The ruins of a realm seen not with eyes,
     That now the vision of a gnat could scan.
     Here wars were fought within a little span,
Whose echoes yet resound on human skies.
 
Life, on her rainbow road from dust to dust,
     Spilt here her wildest iris, still thine own,
          Master, and with thy soul and ashes one!
Thy wings are distant from our years of lust,
     Yet he who liveth not by bread alone
          Shall see thee as that angel in the sun.
 
 
",George Sterling,"Living,Death,Arts & Sciences,Poetry & Poets,Theater & Dance"
82,"
                    The Princess on the Headland
                ","
My mother the queen is dead.
      My father the king is old.
      He fumbles his cirque of gold
And dreams of a year long fled.
The young men stare at my face,
      But cannot meet my glance—
      Cavan tall as a lance,
Orra swift in the race.
 
Death was ever my price,
      Since my maidenhood began:
      At the thought of a Gaelic man
My heart is sister of ice.
’Tis another for whom I wait,
      Though I have not kissed his sword:
      He or none is my lord,
Though our night be soon or late.
 
The star grows great in my breast:
      It is crying clearly now
      To the star on the burnished prow
Of his galley far in the West.
The capes of the North are dim,
      And the windward beaches smoke
      Where the last long roller spoke
The tidings it held of him.
 
Sorrow I know he brings,
      Battle, despair and change,—
     Beauty cruel and strange,
And the shed bright blood of kings.
Breast, be white for his sake!
      Mouth, be red for the kiss!
      Soul, be strong for your bliss!
Heart, be ready to break!
 
",George Sterling,"Love,Desire,Mythology & Folklore,Fairy-tales & Legends"
83,"
                    The Ship and Her Makers
                ","
                                   THE ORE
 
Before Man’s labouring wisdom gave me birth
I had not even seen the light of day;
Down in the central darkness of the earth,
Crushed by the weight of continents I lay,
Ground by the weight to heat, not knowing then
The air, the light, the noise, the world of men.
 
                                  THE TREES
We grew on mountains where the glaciers cry,
Infinite sombre armies of us stood
Below the snow-peaks which defy the sky;
A song like the gods moaning filled our wood;
We knew no men—our life was to stand staunch,
Singing our song, against the avalanche.
 
                         THE HEMP AND FLAX
 
We were a million grasses on the hill,
A million herbs which bowed as the wind blew,
Trembling in every fibre, never still;
Out of the summer earth sweet life we drew.
Little blue-flowered grasses up the glen,
Glad of the sun, what did we know of men?
 
                               THE WORKERS
 
We tore the iron from the mountain’s hold,
By blasting fires we smithied it to steel;
Out of the shapeless stone we learned to mould
The sweeping bow, the rectilinear keel;
We hewed the pine to plank, we split the fir,
We pulled the myriad flax to fashion her.
 
Out of a million lives our knowledge came,
A million subtle craftsmen forged the means;
Steam was our handmaid and our servant flame,
Water our strength, all bowed to our machines.
Out of the rock, the tree, the springing herb
We built this wandering beauty so superb.
  
                                 THE SAILORS
 
We, who were born on earth and live by air,
Make this thing pass across the fatal floor,
The speechless sea; alone we commune there
Jesting with death, that ever open door.
Sun, moon and stars are signs by which we drive
This wind-blown iron like a thing alive.
 
                                      THE SHIP
 
I march across great waters like a queen,
I whom so many wisdoms helped to make;
Over the uncruddled billows of seas green
I blanch the bubbled highway of my wake.
By me my wandering tenants clasp the hands,
And know the thoughts of men in other lands.
 
",John Masefield,"Activities,Travels & Journeys,Nature,Seas, Rivers, & Streams,Trees & Flowers,Social Commentaries,Money & Economics"
84,"
                    Ode on the Centenary of the Birth of Robert Browning
                ","
As unto lighter strains a boy might turn
     From where great altars burn
And Music’s grave archangels tread the night,
          So I, in seasons past,
          Loved not the bitter might
          And merciless control
Of thy bleak trumpets calling to the soul.
          Their consummating blast
     Held inspirations of affright,
               As when a faun
          Hears mournful thunders roll
On breathless, wide transparencies of dawn.
               Nor would I hear
          With thee, superb and clear
The indomitable laughter of the race;
               Nor would I face
Clean Truth, with her cold agates of the well,
               Nor with thee trace
Her footprints passing upward to the snows,
          But sought a phantom rose
And islands where the ghostly siren sings;
               Nor would I dwell
          Where star-forsaking wings
On mortal thresholds hide their mystery,
                    Nor watch with thee
The light of Heaven cast on common things.
 
But now in dreams of day I see thee stand
A grey, great sentry on the encompassed wall
That fronts the Night forever, in thy hand
               A consecrated spear
To test the dragons of man's ancient fear
               From secret gulfs that crawl—
          A captain of that choral band
Whose reverend faces, anxious of the Dark,
                    Yet undismayed
By rain of ruined worlds against the night,
               Turned evermore to hark
The music of God's silence, and were stayed
By something other than the reason’s light.
               And I have seen thee as
               An eagle, strong to pass
Where tempest-shapen clouds go to and fro
               And winds and noons have birth,
But whose regard is on the lands below
               And wingless things of earth.
               And yet not thine for long
The feignéd passion of the nightingale,
Nor shards of haliotis, nor the song
Of cymballed fountains hidden in the dale,
Nor gardens where the feet of Fragrance steal:
     ’Twas thine the laying-on to feel
Of tragic hands imperious and cold,
That grasping, led thee from the dreams of old,
               Making thee voyager
Of seas within the cosmic solitude,
Whose moons the long-familiar stars occlude,—
               Whose living sunsets stir
With visions of the timelessness we crave.
               And thou didst ride a wave
That gathered solemn music to its breast,
And breaking, shook our strand with thought’s unrest,
Till men far inland heard its mighty call
Where the young mornings leap the world’s blue wall.
 
                                                 *            *            *
 
Nature hath lonely voices at her heart
     And some thou heardst, for at thine own
          Were chords beyond all Art
That thrill but to the eternal undertone.
     But not necessitous to thee
The dreams that were when Arcady began
Or Paphos soared in iris from the sea;
                         For thou couldst guess
The rainbows hidden in the frustrate slime,
               And sawst in crownless Man
               A Titan scourged thro’ Time
With pains and raptures of his loneliness.
               And thou wast wanderer
In that dim House that is the human heart,
               Where thou didst roam apart,
               Seeing what pillars were
Between its deep foundations and the sun,
               What halls of dream undone,
What seraphs hold compassionate their wings
Between the youth and bitterness of things,
                    Ere all see clear
The gain in loss, the triumph in the tear.
 
Time’s whitest loves lie radiant in thy song,
Like starlight on an ocean, for thine own
     Was as a deathless lily grown
In Paradise—ethereal and strong.
                         And to thine eyes
Earth had no earth that held not haughty dust,
And seeds of future harvestings in trust,
And hidden azures of eventual skies.
               Yet hadst thou sharper strains,
Even as the Power determines us with pains,
And seeing harvests, sawst as well the chaff,
And seeing Beauty, sawst her shames no less,
                    Loosing the sweet,
     High thunder of thy Jovian laugh
On souls purblind in their self-righteousness.
               O vision wide and keen!
Which knew, untaught, that pains to joyance are
               As night unto the star
That on the effacing dawn must burn unseen.
               And thou didst know what meat
               Was torn to give us milk,
What countless worms made possible the silk
               That robes the mind, what plan
Drew as a bubble from old infamies
               And fen-pools of the past
The shy and many-colored soul of man.
               Yea! thou hast seen the lees
In that rich cup we lift against the day,
Seen the man-child at his disastrous play—
               His shafts without a mark,
His fountains flowing downward to the dark,
               His maiming and his bars,
                    Then turned to see
His vatic shadow cast athwart the stars,
And his strange challenge to infinity.
 
               But who am I to speak,
Far down the mountain, of its altar-peak,
               Or cross on feeble wings,
Adventurous, the oceans in thy mind?
We of a wider day’s bewilderings
               For very light seem blind,
And fearful of the gods our hands have formed.
               Some lift their eyes and seem
To see at last the lofty human scheme
Fading and topping as a sunset stormed
By wind and evening, with the stars in doubt.
And some cry, “On to Brotherhood!” And some
                (Their Dream's high music dumb):“Nay! let us hide in roses all our chains,               Tho’ all the lamps go out!               Let us accept our lords! Time’s tensions move not save to subtler pains.” 
And over all the Silence is as swords. …
Wherefore be near us in our day of choice,
               Lest Hell’s red choirs rejoice;
               And may our counsels be
More wise, more kindly, for the thought of thee;
               And may our deeds attest
               Thy covenant of fame
To men of after-years that see thy name
Held like a flower by Honor to her breast.
Thy station in our hearts long since was won—
              Safe from the jealous years—
Thou of whose love, thou of whose thews and tears
We rest most certain when the day is done 
And formless shadows close upon the sun! 
Thou wast a star ere death’s long night shut down,
               And for thy brows the crown
Was graven ere the birth-pangs, and thy bed 
Is now of hallowed marble, and a fane 
               Among the mightier dead: 
More blameless than thine own what soul hath stood? 
Dost thou lie deaf until another Reign, 
               Or hear as music o’er thy head
The ceaseless trumpets of the war for Good?
                    Ah, thou! ah, thou!
               Stills God thy question now?
 
",George Sterling,"Nature,Religion,The Spiritual,Arts & Sciences,Poetry & Poets"
85,"
                    The Racer
                ","
I saw the racer coming to the jump,
     Staring with fiery eyeballs as he rusht,
I heard the blood within his body thump,
     I saw him launch, I heard the toppings crusht.
And as he landed I beheld his soul
     Kindle, because, in front, he saw the Straight
With all its thousands roaring at the goal,
     He laughed, he took the moment for his mate.
Would that the passionate moods on which we ride
     Might kindle thus to oneness with the will;
Would we might see the end to which we stride,
     And feel, not strain in struggle, only thrill,
And laugh like him and know in all our nerves
Beauty, the spirit, scattering dust and turves.
 
",John Masefield,"Living,Life Choices,Nature,Animals"
86,"
                    The Haunted
                ","
Here, in this darkened room of this old house,
     I sit beside the fire.     I hear again,
Within, the scutter where the mice carouse,
     Without, the gutter dropping with the rain.
Opposite, are black shelves of wormy books,
     To left, glazed cases, dusty with the same,
Behind, a wall, with rusty guns on hooks,
     To right, the fire, that chokes one panting flame.
Over the mantel, black as funeral cloth,
     A portrait hangs, a man, whose flesh the worm
Has mawed this hundred years, whose clothes the moth
     A century since, has channelled to a term.
I cannot see his face :  I only know
He stares at me, that man of long ago.
 
I light the candles in the long brass sticks,
     I see him now, a pale-eyed, simpering man,
Framed in carved wood, wherein the death-watch ticks,
     A most dead face :  yet when the work began
That face, the pale puce coat, the simpering smile,
     The hands that hold a book, the eyes that gaze,
Moved to the touch of mind a little while.
     The painter sat in judgment on his ways :
The painter turned him to and from the light,
     Talked about art, or bade him lift his head.
Judged the lips’ paleness and the temples’ white,
     And now his work abides ;  the man is dead.
But is he dead ?  This dusty study drear
Creaks in its panels that the man is here.
 
Here, beyond doubt, he lived, in that old day.
     “He was a Doctor here,” the student thought.
Here, when the puce was new, that now is grey,
     That simpering man his daily practice wrought.
Here he let blood, prescribed the pill and drop,
     The leech, the diet ;  here his verdict given
Brought agonies of hoping to a stop,
     Here his condemned confessioners were shriven.
What is that book he holds, the key, too dim
     To read, to know ;  some little book he wrote,
Forgotten now, but still the key to him.
     He sacrificed his vision for his coat.
I see the man ;  a simpering mask that hid
A seeing mind that simpering men forbid.
 
Those are his books no doubt, untoucht, undusted,
     Unread, since last he left them on the shelves,
Octavo sermons that the fox has rusted,
     Sides splitting off from brown decaying twelves.
This was his room, this darkness of old death,
     This coffin-room with lights like embrasures,
The place is poisonous with him ;  like a breath
     On glass, he stains the spirit ;  he endures.
Here is his name within the sermon book,
     And verse, “When hungry Worms my Body eat” ;
He leans across my shoulder as I look,
     He who is God or pasture to the wheat.
He who is Dead is still upon the soul
     A check, an inhibition, a control.
 
I draw the bolts.     I am alone within.
     The moonlight through the coloured glass comes faint,
Mottling the passage wall like human skin,
     Pale with the breathings left of withered paint.
But others walk the empty house with me,
     There is no loneliness within these walls
No more than there is stillness in the sea
     Or silence in the eternal waterfalls.
There in the room, to right, they sit at feast ;
     The dropping grey-beard with the cold blue eye,
The lad, his son, that should have been a priest,
     And he, the rake, who made his mother die.
And he, the gambling man, who staked the throw,
They look me through, they follow when I go.
 
They follow with still footing down the hall,
     I know their souls, those fellow-tenants mine,
Their shadows dim those colours on the wall,
     They point my every gesture with a sign.
That grey-beard cast his aged servant forth
     After his forty years of service done,
The gambler supped up riches as the north
     Sups with his death the glories of the sun.
The lad betrayed his trust ;  the rake was he
     Who broke two women’s hearts to ease his own :
They nudge each other as they look at me,
     Shadows, all our, and yet as hard as stone.
And there, he comes, that simpering man, who sold
His mind for coat of puce and penny gold.
 
O ruinous house, within whose corridors
     None but the wicked and the mad go free.
(On the dark stairs they wait, behind the doors
     They crouch, they watch, or creep to follow me.)
Deep in old blood your ominous bricks are red,
     Firm in old bones your walls’ foundations stand,
With dead men’s passions built upon the dead,
     With broken hearts for lime and oaths for sand.
Terrible house, whose horror I have built,
     Sin after sin, unseen, as sand that slips
Telling the time, till now the heaped guilt
     Cries, and the planets circle to eclipse.
You only are the Daunter, you alone
Clutch, till I feel your ivy on the bone.
 
",John Masefield,"Living,Death,Mythology & Folklore,Ghosts & the Supernatural,Horror"
87,"
                    The Builders
                ","
Before the unseen cock had called the time,
     Those workers left their beds and stumbled out
Into the street, where dust lay white as lime
     Under the last star that keeps bats about.
Then blinking still from bed, they trod the street,
     The doors closed up and down ;  the traveller heard
Doors opened, closed, then silence, then men’s feet
     Moving to toil, the men too drowsed for word.
The bean-field was a greyness as they passed,
     The darkness of the hedge was starred with flowers,
The moth, with wings like dead leaves, sucked his last,
     The triumphing cock cried out with all his powers ;
His fire of crying made the twilight quick,
Then clink, clink, clink, men’s trowels tapped the brick.
 
I saw the delicate man who built the tower
     Look from the turret at the ground below,
The granite column wavered like a flower,
     But stood in air whatever winds might blow.
Its roots were in the rock, its head stood proud,
     No earthly forest reared a head so high ;
Sometimes the eagle came there, sometimes cloud,
     It was man’s ultimate footstep to the sky.
And in that peak the builder kept his treasure,
     Books with the symbols of his art, the signs
Of knowledge in excitement, skill in pleasure,
     The edge that cut, the rule that kept the lines.
He who had seen his tower beneath the grass,
Rock in the earth, now smiled, because it was.
 
How many thousand men had done his will,  
     Men who had hands, or arms, or strength to spend,
Or cunning with machines, or art, or skill !
     All had obeyed him, working to this end.      
Hundreds in distant lands had given their share
     Of power, to deck it ;  on its every stone
Their oddity of pleasure was laid bare,
     Yet was the tower his offspring, his alone.
His inner eye had seen, his will had made it,
     All the opposing army of men’s minds
Had bowed, had turned, had striven as he bade it,
     Each to his purpose in their myriad kinds.
Now it was done, and in the peak he stood
Seeing his work, and smiled to find it good.
 
It had been stone, earth’s body, hidden deep,
     Lightless and shapeless, where it cooled and hardened.
Now it was as the banner on man’s keep
     Or as the Apple in Eden where God gardened.
Lilies of stone ran round it, and like fires
     The tongues of crockets shot from it and paused,
Horsemen who raced were carven on’t, the spires
     Were bright with gold ;  all this the builder caused.
And standing there, it seemed that all the hive
     Of human skill which now it had become,
Was stone no more, nor building, but alive,
     Trying to speak, this tower that was dumb,
 Trying to speak, nay, speaking, soul to soul
With powers who are, to raven or control
 
",John Masefield,"Activities,Jobs & Working,Religion,Christianity"
88,"
                    About Suffering
                ","
Part of suffering is the useless urge to announce that you’re suffering.
 
There is no other way to say it: I’m suffering. Just to say “I suffer”
helps.
 
I read somewhere, “we become lyrical when we suffer.”
 
Happiness is suffering for the right reasons.
 
First-order suffering is second-order happiness.
 
You have to suffer for beauty? Because you have to suffer.
 
We pride ourselves on a high quality of suffering.
 
Turgenev was born in 1818 in the Province of Orel, and suffered
during his childhood from a tyrannical mother.
 
In the past their suffering was less absurd.
 
The problem is, everything’s worse. Like, paper or plastic? We’re all
still going to die suffering.
 
I value being alone with my thoughts, but it’s weird to say, “This
thing that makes us suffer less, we have to stop doing it.”
 
Isn’t it kind of the point of culture to assuage our feeling needless
and alone?
 
How does one suffer “gladly,” exactly?
 
At least the rich get to suffer in comfort.
 
It makes the life feel longer. Live to suffer another day.
 
One’s past suffering can be a great source of comfort. A torturous
luxury. Velvet upholstery.
 
Suffering is happiness, after forty minutes of desolate shuffling. The
point is, life is suffering.
 
About suffering, no one is ever wrong.
 
",Elisa Gabbert,"Living,Arts & Sciences,Philosophy"
89,"
                    Weren't We Beautiful
                ","
growing into ourselves
earnest and funny we were
angels of some kind, smiling visitors
the light we lived in was gorgeous
we looked up and into the camera
the ordinary things we did with our hands
or how we turned and walked
or looked back we lifted the child
spooned food into his mouth
the camera held it, stayed it
there we are in our lives as if
we had all time
as if we would stand in that room
and wear that shirt those glasses
as if that light
without end
would shine on us
and from us.
 
",Marjorie Saiser,
90,"
                    Ascension
                ","
First day of February,
and in the far corner of the yard
the Adirondack chair,
blown over by the wind at Christmas,
is still on its back,
the snow too deep for me
to traipse out and right it,
the ice too sheer
to risk slamming these old bones
to the ground.
In a hospital bed in her room
where her bed used to be,
and her husband,
my Aunt Millie keeps reaching up
for the far corner of the room,
whispering That is so interesting.I will go now.
In April
I will walk out
across the warming grass,
and right the chair
as if there had never been anything
to stop me in the first place,
listening for the buzz of hummingbirds
which reminds me of how fast
things are capable of moving.
",John L. Stanizzi,
91,"
                    Happiness
                ","
Abandoned house roofless three walls
no floor a ruin if you think house—
 
to brown towhees a place to scratch
in the leaves for bugs and worms,
 
for the male to sing a territorial song
from what remains of the chimney—
 
an imagination problem like the time
friends said we must be very happy
 
in the beautiful house we built because
they couldn't see the ruins inside us.
",Richard Jarrette,
92,"
                    The View from There
                ","
Where in the world
does my mother go, eyes
shut so tight her lower lashes
curl in toward a view
that's hers alone?
Yesterday she told
me—after the rains, the windscame, and this morning
that's what they do.
",Pauletta Hansel,
93,"
                    Happiness
                ","
The storm was headed in our direction—
big loom of gray like the absolute West
leaned over us. Reports of damage
in the neighboring counties—a silo unfurled
and took wing, a house trailer
twisted loose. On the Doppler screen
the storm looked alive, yellow and green
at the fringes, with a fierce red heart
trending to violet. Sirens swept over
to scare it away, like songbirds
grow strident, circle and bluff
at the sight of an owl.
When the rain came in sheets,
I regretted my sins. When lightning
cracked the red pine's half-rotted heart,
I wished the world more joy
in general. When the worst was over
and the grass lay flat, but alive,
and the sky was a waning bruise,
I thought of that silo, how it wasn't mine,
and all that grain cast back into the world's
wind, maybe some of it still flying.
",Max Garland,
94,"
                    the name before the name before mine
                ","
 the unknown has hold of me and its grip is strong as honey on the underside of a spoon   
 
the unknown i mean is not the usual one the future the tomorrow of survival         
 
but the past and what happened in the name of the name after mine and in the name of the name before mine     
 
i do not know enough to speak i do not know enough to remain silent        
 
there is a fear that holds me and it sounds like wind it sounds like katydids in catalpa        
 
ah the tall grass of the days before i knew there was a before me    
 
where do i live if there’s no home remaining
 
where do i live if the home i helped build can never be mine and the one i was born into never was         
 
",Jay Besemer,"Living,Time & Brevity,Relationships,Home Life"
