,Title,Poem,Poet,Tags
112,"
                    Bel Canto
                ","
The opera
In her head
Runs with no interval,
A lot of people singing tunelessly
About the same things.
An overheard
Comment like
A rotting peach.
The overzealous
Cockatoo of her impatience,
Flap flap. The slab
Of blue behind her
Is a sea of
Her doubts. The squirrel
In her stomach
Trying to get out—
They say you have to be
Twice as good. They say
There are pills
For everything now. Enamel
Eyes to see all
The better with, my
Dear. Fur coat
For your tongue—
",Jane Yeh,"Living,The Body,The Mind,Arts & Sciences,Music"
113,"
                    Ode to Black Skin
                ","
You are dark as religion. Remember God
could not have named a modicum of light without you.
You are plum, black currant, passion
fruit in another woman’s garden. You are Black
as and as if by magic. Black not as sin, but a cave’s jaw
clamped shut by forgiveness. Color of closed wombs and bellies
of ships, you, dark as not the tree trunk but its every cleft.
I chart each crescent moon rising above fingernail
and rub together my thighs for want of you. I try
to find you where the pages of books meet. You hang
where men or piano keys segregate. When I miss you,
I remember the hickey the sun left on the back of my neck.
If I forget, I smoke blunts down to my fingertips
and beg you to come on my lips. This is how I pray for you
when I’m not pessimistic. I bow to your darkness like I kneel
beside a child’s bed, confessing as gospel, there’s no monster here.
",Ashanti Anderson,"Living,The Body,The Mind,Love,Desire,Religion,God & the Divine,Social Commentaries,Gender & Sexuality,Race & Ethnicity,Kwanzaa"
114,"
                    House of Unending
                ","
1
The sinner’s bouquet, house of shredded & tornDear John letters, upended grave of names, moonBlack kiss of a pistol’s flat side, time blueborn
& threaded into a curse, Lazarus of hustlers, the picayune
Spinning into beatdown; breath of a thief stilledBy fluorescent lights, a system of 40 blocks,Empty vials, a hand full of purple cranesbills,
Memories of crates suspended from stairs, tied in knots
Around streetlamps, the house of unending push-ups,Wheelbarrows & walking 20s, the daughtersChasing their fathers’ shadows, sons that upset
The wind with their secrets, the paraphrase of fractured,Scarred wings flying through smoke, each wild hourOf lockdown, hunger time & the blackened flower.
2
Of lockdown, hunger time & the blackened flower —Ain’t nothing worth knowing. Prison becomes home;
The cell: a catacomb that cages and the metronomeTracking the years that eclipse you. History authors
Your death, throws you into that din of lost hours.Your mother blames it all on your X chromosome,
Blames it on something in the blood, a Styrofoam
Cup filled with whiskey leading you to court disfavor,
To become drunk on count-time & chow-call logic.There is no name for this thing that you’ve become:
Convict, hostage, inmate, lifer, yardbird, all fail.If you can’t be free, be a mystery. An amnesic.
Anything. But avoid succumbing to the humdrum:
Swallowing a bullet or even just choosing to inhale.
3
Swallowing a bullet or even just choosing to inhale,Both mark you: pistol or the blunt to the head
Escorting you through the night. Your Yale—An omen, the memories, the depression, the dead
And how things keep getting in the way of things.
When he asked you for the pistol, and you said no,The reluctance wasn’t about what violence brings.
His weeping in your ear made you regret what you owed.
On some days, the hard ones, you curse the phone,The people calling collect, reaching out, all buried,
Surrounded by bricks. On some days, you’ve known
You wouldn’t answer, the blinking numbers as varied
As the names of the prisons holding on to those lives,
Holding on, ensuring that nothing survives.
4Holding on, ensuring that nothing survives,
Not even regret. That’s the thing that gets you,
Holding on to memories like they’re your archives,Like they’re there to tell you something true
About what happened. My past put a skewOn how I held her. Unaccustomed to touch,
I knew only dream & fantasy. Try to see through
That mire and find intimacy. It was just so much.& then, the yesterdays just become yesterday,
A story that you tell yourself about not dying,
Another thing, when it’s mentioned, to downplay.
That’s what me and that woman did, trying
To love each other. What kind of fool am I,
Lost in what’s gone, reinventing myself with lies.
5
Lost in what’s gone, reinventing myself with lies:
I walk these streets, ruined by what I’d hide.
Jesus died for somebody’s sins, but not mine.
I barely see my daughters at all these days.Out here caught up, lost in an old cliché.
But tell me, what won’t these felonies betray?
Did a stretch in prison to be released to a cell.Returned to a freedom penned by Orwell.
My noon temptation is now the Metro’s third rail.
In my wallet, I carry around my daguerreotype,A mugshot, no smiles, my name a tithe.
What must I pay for being this stereotype?
The pistols I carried into the night, my anchor;
The crimes that unraveled me, my banner.
6
The crimes that unraveled me—my banner.Only a fool confesses to owning that fact.
Honesty a sinkhole; the truth doomed to subtract
Everything but prayer, turn my breath into failure.Whiskey after prison made me crave amber,
Brown washing my glass until I’m smacked.The murder of crows on my arm an artifactOf freedom: what outlasts even the jailor.Alas, there is no baptism for me tonight.
No water to drown all these memories.The rooms in my head keep secrets that indict
Me still; my chorus of unspoken larcenies.You carry that knowledge into your twilight,
& live without regret for your guilty pleas.
7
& live without regret for your guilty pleas—Shit. Mornings I rise twice: once for a count
That will not come & later with the city’sWild birds, who find freedom without counsel.
I left prison with debts no honest man could pay.Walked out imaging I’d lapped my troubles,
but a girl once said no to my closed ears, dismayedthat I didn’t pause. Remorse can’t calm those evils.I’ve lost myself in some kind of algebra
That turns my life into an equation that zeroesOut, regardless of my efforts. Algophobia
Means to fear pain. I still fear who knowsAll I’ve done. Why regret this thing I’ve worn?
The sinner’s bouquet; house, shredded & torn.
",Reginald Dwayne Betts,"Social Commentaries,Crime & Punishment,Gender & Sexuality"
115,"
                    The Boley Rodeo
                ","
A collective family myth
passed down across generations
takes on the polished gleam of truth,
and memories become legend.
The legend of black sod-busters
on a piece of red soil they own
in a township of black ranchers.
Their legendary rodeo.grand entry
Two Stars and Stripes flutter into
the arena, carried by two
men in jeans, red shirts, white Stetsons.
Guiding their horses with left hands,
holding the flagstaffs in their rights,
their backs straight and tall, their faces,
their chestnut faces, beautiful
in the light of the setting sun.
After them, two by two,
banners waving, hooves raising dust,
ride the Horse People of Boley,
a varicolored promenade.
They canter once around the ring,
then they circle into the sky.mutton busting
In the cluster of five-year-old
contenders wearing life jackets
and bicycle helmets, paper
numbers safety-pinned to their backs,
you line up one by one for a turn
to hang on tight with your legs squeezed
at the sheep’s broad middle, fingers
holding handfuls of deep, warm wool
as the sheep destiny presents
runs you out to cheering applause.
Whether you’ll fall on top of it,
or it on you, you won’t fall far.
You have no front teeth anyway,
and a brown clown gone pick you up.bareback riding
This horse was bred and born to buck.
He’s a good horse, he’ll give you points.
Gloved hand in the rigging’s handle,
bare brown hand waving in the air,
you whir your spurs at his shoulders
as he leaps, twists, and jolts your bones.
Four seconds or four hundred years.
But if you can get up and slap
the dust off your jeans with your hat,
the future’s eyes, looking at you,
will fill with forevering light:
light that will make generations
of proud brown people remember
the Black Horse People of Boley.bulldogging
In truth there’s seldom a reason
for a man to wrestle a steer,
unless he’s a real ranch cowboy
dealing with ornery power.
Maybe, while rounding up the herd,
he bumps heads with testosterone,
and it’s testosterone-vs.-
testosterone. Bill Pickett learned,
watching dogs on a Boley ranch,
that sometimes you’ve got to bulldog
a hardhead with a kiss of pain.
Today, you slide from horse onto
the fleeing steer, grab his horns, pull
five hundred pounds of muscle down.team roping, calf roping, steer roping
Roping always involves a team,
whether it’s two men or women
or one human and one smart horse.
The aim: to bring down and hog-tie
a big scared baby of a calf
or a full-grown and pissed-off steer.
You gallop out swinging your loop
with one hand, the other holding
the slack and the unneeded reins.
You down him with a careful toss,
tie three of his hooves together,
step back with wide arms and a grin.
A rope isn’t always a noose:
ropes in brown hands can be lassos.saddle bronc riding
It’s not the leather riding gloves
and it’s not the fringed buckskin chaps,
not the worn-in and dusty boots,
not the spurs’ blunted silver stars,
not the 10x wide-brimmed straw hat
(both winged helmet and regal crown):
it’s not clothes that make the cowboy.
It’s something behind a bronzed face,
in the level gaze from dark eyes,
and, of course, it’s heart that puts you,
the reins in one hand, one hand free,
waving with the horse’s rhythm,
your heels spurring from neck to flank,
on this bronc called America.barrel racing
Thunder explodes out of the chute.
Mane and tail whip in the speed wind,
agile hooves pound a swift tempo
circling around the first barrel.
One hand grips the horn, the other
communicates with the taut reins,
though your thighs give the best guidance,
telling your horse to maneuver
in circles that hug the barrels.
Three barrels, a tight cloverleaf
you gallop through with one joined will.
This contest pits you and your horse
against the clock and your best time.
Sister, your dreadlocks are flying!pony express
Before telegraph, news traveled
from mouth to ear, from hand to hand.
News arrived old. From sea to sea
took weeks, unless carried by boys
stationed along the stagecoach route
to race a cross-country relay.
Your pulse gallops toward the handoff,
when your teammate takes the baton
and the noise and flurry go on
without you. Your leg run, you and
your horse (your partner, your friend) stand
encompassed in adrenalin,
watching, as the Ancestors must,
unable to help, but cheering.tennessee walker
Let’s hear it for the barrel men,
for the bullfighters, for the clowns,
for the men on the side ready
to run toward trouble. Give it up
for the musical director
(thanks for the hip-hop, bro!). And for
the announcer and all the folks
cheering in the stands. That baby
wearing a tiny cowboy hat.
That man the same black as his horse,
in that white suit and fedora.
His Tennessee Walker’s proud gait
as he nods to his own rhythm,
tail an ebony waterfall.bull riding
Boley bulls are bred for bucking,
bred to be mean, to be “Bad Boys.”
They teach you to sit strong, hold on,
and with one hand reach for the sky.
After riding a Boley bull
a cowboy thinks, Hell, I’ve been there.
I’ve held the bull-rope, raked my spurs,
while that bad boy tried to kill me.
A ton of Brahma seeing red
gives you a whole new perspective,
a who-you-think-you-talking-to
fearlessness. You’ve seen the bull’s eye:
you know you can’t die more than once.
You’ve lived through eight Mississippis.
",Marilyn Nelson,"Activities,Sports & Outdoor Activities,Relationships,Family & Ancestors,Nature,Animals,Social Commentaries,History & Politics,Race & Ethnicity"
116,"
                    “Un Tintero,” Inkwell
                ","
              Anger is the other person inside
                            mi garganta, my throat.
                            The mouth’s mouth is the deepest.
Rage is the homeless boy fallen down a well.
Shout down and he will echo back.
                                          La lengua, tongue.
How long have you been down there?
                            Subterráneo, underground.
The letters of Cortés are difficult to read,
                            on each page a horse dies.
The lord of the city lives homeless in a canoe.
Hundreds of natives are speared.
              Another town is burned alive
              with all its caged creatures.
On each page the people appear to walk
                                                        over their dead.La tierra estercolada, the earth fertilized,
spreads a cloth whose pattern repeats.
                            On each page the future arrives
on a raft woven of snakes.
              Over and over, the design obliterates.
Never does he say this was their home we took.
",Desirée Alvarez,"Living,Sorrow & Grieving,The Body,Relationships,Family & Ancestors,Arts & Sciences,Reading & Books,Social Commentaries,History & Politics,War & Conflict"
117,"
                    Ghazal
                ","
it is dark here & still you have al nur at your neck when fajr does not come
my body is the color of mourning / not dua or dawah / so I say let the day come
my body is fajr / day is mourning / I am still a clot of blood looking for skin
the color of god is a stain / shaped to you like a grief not yet come
black is the color of god not grief & rain is not looking for skin / but is red dust
stepping into your body without melting & finding every empty space a dwelling to come
I am still an accident of geography looking for a body that is not a stain & prayer
is the mourning I wake up to / the clot of blood I pick until again a wound comes
out the color of accident / which is red dust / the color of geography / which is dissolution
& lined like a palm made by prayer / shaped to me like a drought not yet come
& yes / I want to be named to the marrow / make inventory & god of what has yet hurt me
& so I pick dua from your neck until I am no longer wound & strained & come
to claim the dwelling of you a sign & beget a desert of new names & call fajr skin
that has left blood & black how I step into your body & melting the stain to come
it is mourning here / I am four droughts old again & mistake all the women
in my family to the time of desert / clot of blood & red clay straining / for a homecoming
but looking for skin does not unstitch the mouth & the stain of grief is finding
no words at all & every empty space is like stepping into red dust & what comes
from accident begets home / invented by all the god in my color & yes / I want
to be shaped to the clot / whole & make blood & black of what has yet come
",Edil Hassan,"Relationships,Home Life,Religion,Islam,The Spiritual,Race & Ethnicity"
118,"
                    Ode to Dalya’s Bald Spot
                ","
my sister wraps the throw
around herself on the small
cream loveseat & i know
for sure that she is not
a speck of dirt on a pill.
she coughs & sniffs up all
the lucky air in the room
into her excellent nostrils,
which are endless
holy wells replenishing
the soft architecture of her guts.
not even the lupus can interrupt
this ritual of beholding.
you ever look at a thing
you ain’t make, but become
a mother in the looking?
our blood is a thread tied
around my finger, tied
around her finger, that helps
me love. when her knees
swell, when her joints rust,
when her hair thins & flees
making a small continent
of skin on the side of her head,
i am witnessing her in whatever
state her body will allow.
Bismillah to the brain that
put my name next to her name
and said look at this girl your
whole life and know some kind
of peace.",Angel Nafis,"Living,Health & Illness,The Body,Love,Relationships,Family & Ancestors,Religion,Islam,Social Commentaries,Gender & Sexuality,History & Politics"
119,"
                    washee/was she
                ","
she was washee i told her you are
like your motherland a wilderness
needs a belt laid down two white
hotel towels took her into the tub towudu the boys out of her mouth pointed
her nipples toward qibla wiped clean
her intention to perform ruk’u as if
carrying a glass of chai on her back
fold at the knees palms to the ground
tucked her soles under her astaghfirullah
used country

in my used country I felt his teeth
circle as a mosquito the black mystery
he placed my right hand over my wrong
stain said he was bringing me home
offered me a suite with a lock a key in
the shape of a brother perhaps twenty-
two years old my body pure as a glass
table he spilled was she my boss on my
back at night came easy as a fly
to post-conflict faithfully
used my country
",Sahar Muradi,"Living,Religion,Islam,Social Commentaries,Gender & Sexuality,History & Politics,War & Conflict"
120,"
                    geography test
                ","
the archivist         enters the room
with a    bag of oranges
she    
broke one on                 the walk over
her shirt tucked        under bra          strings
of     juice
draw down         her chin
he
is sitting at the         table when  she enters
facing the     open window     that
exits  to
a     skyline
licked with     fog        a thick cover    of
buildings    hang       from the clouds
she hasn’t yet          learnt
to              know words &
not their          meaning
camera
spills
through the         gaps in her teeth   
lands       within the    hollow    
that     turns to      plump
breast;
meeting place
her father walks      to the kitchen sink
empties the steaming        jug into   terra-cotta bowl
steeps      the dried khat
until it   turns         to tea
they say the leaf of God
conjures        old ghosts
but  he weathers     the nightmares
for      the         memories
the children
marching     in     twos past
where  he     stood cutting    leaf & cane
the  eldest      of twelve
first       from his      village to
enter   university
swallowed       the language     
of    three       colonizers
afaan  oromo he
kept
hidden in the    secret of his cheeks
she    thought
everything     unknowable    stayed
hallowed    in    transit
the crackle of      scalded onions
  &      oil
her     aunty covered    in gold  & satin
towering   over    gleaming    blue
hands     filled
with      wood   &    metal
as   the      doctor
eased    her     knees open
back       pressed against
white   linen
imitation      cotton
forced  against      her  meat
she     found
etched         onto
ceiling
two      mountains   
estranged by
migrant ash       white
like the      dripped
seed    of the poplar   in spring
clotted       between the
blackened                   roots
of      Odaa     Nabee
the sound       of thunder
kindling           the    floodplain;
meeting place
he takes        his seat
at the    table
an old      study desk from
the salvos     reads like an atlas
scrunches a    piece of green
places it     in his mouth
rests his hands at     the end of the counter
&
asks
where is your country?
she   draws her
finger      to the   
    middle    of her chest    
etching     circles onto
skin
her tongue   loops
the enclave of    her cheeks
drawing    rings
across flesh   then    slips
past the white    threads
that     drip from teeth   
she gestures to the      back of her
mouth      her left palm remains
on  breast
&  says
in   here      
",Saaro Umar,"Living,The Body,Love,Desire,Relationships,Family & Ancestors,Home Life,Nature,Landscapes & Pastorals,Arts & Sciences,Language & Linguistics,Social Commentaries,Gender & Sexuality,History & Politics"
121,"
                    Unmotioning
                ","
Especially in line for the food bank,
my mother radiated grace. Talked
a machinery of Principles. Elm trees
and their dresses of urine, her small mouth
always chiding, don’t speak to a man of that kind.
This daily commitment to life felt laborious, haram.
Expendable it was, like all my milk teeth
knocked back into my mouth. That taste.
What even is sustenance? She was a woman of Principles,
she flossed, her exquisite fangs displaying remorse
only when she reprimanded me or talked of the coat.
Consider the white lab coat hanging
above a crusted heater; consider our dilapidating shame.
Consider me. Tonight, I exercise humility,
so I identify with the pigeons
nagging on the chicken bone gray as the sky.
Unparagraphed I am, the way I still steal
my dinner from a health store on 6th Ave,
then lecture the diorama with my lentil soup.
The truth is, I never educated myself
the way I cultivated my limits.
I was an abandoned thought,
marching through an unlocked window—
I had an albino budgie once, red ink for eyes.
He wore a lab coat
and crashed against my window
like a displaced insect.
His name was Apollo. Some circumstances never abandon
you, you only train the muscle that carries them.
Is a wing a muscle? 3 Best Exercises to Building Badass Wings,
says the ad and the man in the subway
sprawled across hard plastic  looks like
a glorious bone. In his odor, I feel at home.
Consider his careful dedication to repose.
There is something he has mastered genuinely,
his fist curled around it.  Sleeps on two cushions,
one for his ass. She was a woman of Principles. 
Consider her stark god of oblivion. 
Nobody would’ve differentiated between us and him.
Uniformly standing in line, a dark puff, plume on the wing.
The wing patched to the torso of a body entirely ignorant of aerodynamics.
The world hadn’t hurt us more than
it had hurt anyone else, but still, I couldn’t trust
the sky and its reverberations.
In line, I made friends with a family
of crickets in white lab coats.
They sang to me, of the end of it,
that wings were awaiting us there:
stale bread rolls, a cheese pie,
Braeburn apples sharing space
with two cans of tomatoes.
",Aria Aber,"Activities,Eating & Drinking,Relationships,Family & Ancestors,Religion,Islam,The Spiritual,Social Commentaries,Money & Economics"
122,"
                    Smell Is the Last Memory to Go
                ","
on my block, a gate
on my block, a tree smelling
of citrus & jasmine that knocks
me back into the arms of my dead
mother. i ask Ross how can a tree
be both jasmine & orange,",Fatimah Asghar,"Living,Death,Sorrow & Grieving,Relationships,Family & Ancestors,Nature,Trees & Flowers"
123,"
                    A woman is never still
                ","
At one time,
if my nails had been painted
this shade of rose-foam in Kabul
they would have rammed
out the frosted shell
like the tarp off
a bud’s wet belly,
they would have gouged out
each shining beast,
viscera still shiny,
each glittering pore
still insane
with breath
The pain is meant
to shame me back to the realm
of several whitenesses,
they want to chew off
the cicatrix and lodge the
septic cadaver
into a further gorge where frisks
of neon riot in aporia,
where the humility
of the body is turned to iron
The shame is a
figure with an axe
climbing a voluting staircase,
it runs the speeding drams
with agility
from the hard pallet of the
radius to the soft roofs
of the mounds
It famishes
the exquisitely nurtured
yellow
around which
breakers of scarp
hemorrhage
tigerish
glyphs, accomplishing
the gravity of
Japanese inscriptions
A delicate cancer
bares its jaw,
tufts of blood
abound
in clay,
sculpted
fetal knots
a fetal navy,
they harden to seeds,
crab-like, platinum,
growing beneath the
watery ceiling of the palm
into amiable shoots;
an aubade on delphiniums
growing clearer each day
Over many months
the permutations will again
show their round, maddening
faces,
the Persian inlay
will abound
with devout layers
we will stroke on
the fine, sensual, nymphic
chemical
paint up to the ridges where we bleed the richest
I cannot evade the force, brushing
further and further
iridescent texture
on my torso, spirit,
tongue,
I’m a
bridge of veins
in air
I’m an orphic phantasm, hair
combed through with
stalactites
I’m a bouquet
of limbs appliquéd
on pouring rain,
what can the spectral evening muster
in lament?
",Afshan Shafi,"Living,The Body,Religion,Islam,Social Commentaries,Gender & Sexuality"
124,"
                    Brother as Younger Self, Humming
                ","
The streets of Shobra are still traced
with music from years ago—
children ripping
the clothes off lines,
pins scattering in a rounded clatter
of sharp-throated wooden notes.
It might have been a merging
of Mohamed Fouad
and Mohamed Mohy
or Mohamed Fawzi,
and my brother (also a Mohamed)
is sitting in the shimmering corner
of our grandma’s balcony with one leg up.
He wants to finish this one song
because it has his favorite parts,
which he has rewound a few times now,
and Mahmoud is downstairs again
yelling, holding a peeling board game
they taped together, and my brother’s eyes glint
over to the chorus, remembering how Mahmoud
once told him how his father comes home
only once a month, and he feels bad
he is taking so long to go downstairs
but this would be the last time
he rewinds the song, Mahmoud, wallahi,
he yells, the cassette player’s volume
on high but not loud enough
to drown out the street-market prices,
the chatter of bent men
at the coffeehouse, their fingers caterpillar-like
through the mugs, blowing
on clouded tea,
but the music is just enough
to shroud it all in the blur
of a filmy fog that Mahmoud can hear
and he can’t help but remember
how sometimes at night,
if he closes his eyes hard enough,
he hears the din of keys
against the door,
the whistling of a man
nearly always caught
in the middle
of an unfinished song.
",Nadra Mabrouk,"Relationships,Family & Ancestors,Arts & Sciences,Music,Social Commentaries,Cities & Urban Life"
125,"
                    Small Talk
                ","
you michelangelo’s crouching boy/you d’angelo’s purr/you dead currency/you dead presidents/you a stick of incense/you a stick-up artist/you haraami/you the hum of a lifetime basined in my lap/count our tallies of loss backward for me/run to the bank & translate it into a fistful of green of your choice/or something else sanctified/or european/pick the synonym of your choice.
in a traditional sense/the body holds its arithmetic/exports it outward/to the touch and exhale/the praxis felt best/against a groan of concrete/with the dumb weight of a hand against the small of a back/here, an elevator is our only spiritual ascension/can i be excused from living so slimly?
i dream you closer too/beside the honey-colored dog licking its vulva/an abstract laugh swelling inside your throat/ask me about blood clots and spun coins/the cracked skin of heels/anything but the nightly heartbreaks of/too many addresses/and all the ways/i am still auditioning/for this country’s approval.
 
",Momtaza Mehri,"Love,Desire,Relationships,Home Life,Religion,Islam,The Spiritual,Social Commentaries,Gender & Sexuality,History & Politics,Money & Economics,Race & Ethnicity"
126,"
                    Glory Be to the Gang Gang Gang
                ","
In praise of all that is honest, call upon the acrylic tips
and make a minaret out of a middle finger, gold-dipped
and counting. In the name of Filet-O-Fish, pink lemonade,
the sweat on an upper lip, the backing swell and ache
of Abdul Basit Abdus Samad on cassette tape, a clean jump shot,
the fluff of Ashanti’s sideburns, the rice left in the pot
the calling cards and long waits, the seasonal burst
of baqalah-bought dates.
Every time they leave and come back
alive.
Birthmarks shaped like border disputes.
Black sand. Shah Rukh’s dimples, like bullets
taking our aunts back to those summer nights,
these blessings on blessings on blessings.
Give me the rub of calves,
rappers sampling jazz,
the char of frankincense
and everything else that makes sense
in a world that don’t.
",Momtaza Mehri,"Relationships,Family & Ancestors,Religion,Islam,Arts & Sciences,Music,Social Commentaries,History & Politics,War & Conflict"
127,"
                    an introduction
                ","
my god wakes up with bed head
and sticky fingers, doesn’t
want to go into work today
my god forgets to do the dishes
lets all the houseplants die
my god teenages
built this earth on Friday night
and tires of it on Sunday morning
my god commands
a willing army, unwillingly
mutters, whines
my god is so type B
just wants to be left alone
just wants to smoke a cigarette
and not think of the parents and their children
my god is a liar
always one foot out the door
and ready to leave me here
if that’s what it takes
my god fickles
breaks every bony promise
picks away at the meat
laughs when i tantrum
still, i half-kneel and pray a half-prayer
bend until i can look myself in the eye
still, there is no god but God
so i make do with this one
",Sheena Raza Faisal,"Religion,Faith & Doubt,God & the Divine,Islam"
128,"
                    Table Variations
                ","
kitchen table
Imagine this. Mother sits near the rusty stove,
chops onions for the puchero pot. Radio’s on.
A soft bolero by Lucho Gatica, “Somos”: we are.
She sings along to her favorite tune. He wants
to talk. Dog sleeps under the table. He doesn’t
know how. He met an older boy. They kissed.
It just happened. In an instant. His new dirty
shoes, her stained apron over her knotted hands.
Kitchen’s bright yellow light undoes him.
Mother senses his stare. Dinner isn’t ready yet.
He wants to say things. That same night
a storm breaks out, water overflows the gutters,
takes everything away—leaves, twigs, a straight soft string. She doesn’t have much time.oval table
 
Profane
four-legged thing
a holy place of gatherings
father mother three kids a ghost
eating asado Sunday mass barbecue
sins familiar sins scattered all over
the old checkered tablecloth Prayone day you’ll have a family like this
all these traditions will pass on
to you Pray! this broken table
now dies slowly now lies
alone in a toolshed
somewhere
south.
high altarThen Noah built an altar to the Lord and, taking some of all the clean animals and clean birds, he sacrificed burnt offerings on it.
—Genesis 8:20
 
A piece of furniture with a flat top and one or more legs, providing a level surface for eating, writing
of us kids
& father still
preaching
we’re both
alike you
my son I
will make
you love
every womenmujeriego
like dad
cracked
broken legs
or so he says
this life
unknown
to you
so apart
tell us
oh why
you feel
a man
hidden
inside liar
you love
hairy legs
so familiar
or so he says
",Leo Boix,
129,"
                    Why I Am Not a Sculpture
                ","
To be a statue               carved by Bernini
Lounging in a climate-controlled museum in Rome         is luxury
Like the luxury of a personal pan pizza            with unlimited free toppings
Or the luxurious feel of a premium eye pencil          used to draw bisons on the walls of a French cave
To be so white and glossy                   is unimaginable
Like how I imagine a plate of eggs painted by Velázquez           or the lid of a designer toilet cistern
In a European magazine                       (I could be European
And wear a dashingly arranged scarf          or sip weirdly-named liqueurs that taste like semen
In a Rococo palais)                but in the scheme of things
Where I am marble and still                  my wrist will be a marvel
Like the marvel of an isthmus           whose name can only be pronounced if you have a lisp
Or the marvelous sausage                that saved a man from the Inquisition in 1582
It is definitely marvelous                    to be as attenuated
As the casually extended leg of a greyhound                   reclining on its very own velvet settee
To be so thoroughbred                          is an accomplishment
Like the thoroughly flattened face of a Persian cat                   which always looks peevish
Or the extremely frivolous ceiling                   of a banqueting hall where royals are put to death
If it is admirable to be so luxurious                    then I will never be admired
The way a designer toilet cistern is admired               or a piece of elaborate pâtisserie
(Although I am not a statue                   I have often held my arms aloft
As when catching a carelessly thrown baby              or pointing at two meteors at the same time)
It is exhausting trying to be so inanimate               and desirable
If my arm breaks off  like the shell                of a freshly-filled cannoli
You will know why
",Jane Yeh,"Love,Desire,Arts & Sciences,Painting & Sculpture,Social Commentaries,Gender & Sexuality,Money & Economics"
130,"
                    From “The city has sex with everything”
                ","
the city has sex with megan
 when the air shaped like the inverse of Megan
accepts Megan as she moves.
    If Megan is a system of exchange
that floats her labor and her point
  of view in vapor/liquid soup
passàging through her valves
and if her later corpse, collapsing,
 updates its inversion of the air
 even more than did the air displace
when she grew from brown-eyed baby
into strong laboring woman in blue jeans
  and heathered wool,
and if the air and earth draw from Megan’s corpse
  all the energy and minerals
 she pulled from her surrounds
to build her nails and bones and teeth—
 if the exchange doesn’t stop
but only ceases to support her consciousness,
 and if her consciousness was corpse anyway until
it found relation,
 then what demises
is the potential for the human social,
and another sociality
 will unbutton my whole shoe
and tongue hang limp,
  what sex is for but stops me
 at the barrier, a pixelated
glamour reef though very
   close and simple, smell a
  flurry, parapluie paraphrase,
 energy funneled through a shape.
You filtered chemical
 information in such a pointy
fulgent scrambled way, in the city
    and outside the city in the vernal zones
   and aqua zones the city shaped, flow-charted, realist
 trucked. The city caved under
     when the zones rose and lapped around the pilings,
 manged foundations green,
      rotted the teeth out of the mouth of the city,
 harbor high-rises
dark and blown. The city is extremely fragile tender
 human mesh and will be mush
    and mushrooms grow in, there is room in, ruins
roam the rearticulated harm.speech by a flaneur—no a flaneuse—
On my face, D. folliculorum are relaxing
 like Tenniel caterpillars leaning on mushroom stalks
  against the bases of my hair follicles
 which provide shelter and shade.
These critters are peculiar to
   the ecology of the human face
     which I take around the city
     open, close   it is my means
    of feeding   I rely on
  changing its shape
in response to others’ faces and postures
  to reduce my risk and increase my safety
   and my likelihood of being
    included in the group’s collective
      life. I smile a lot and hope it
     don’t look fake.
",Catherine Wagner,"Living,Death,Love,Desire,Nature,Social Commentaries,Cities & Urban Life,Money & Economics"
131,"
                    Cutting Odette’s Fingernails
                ","
Who is the barber
with the straight razor
at the neck of the Mad King,
the physician of the Don
who must hold his broken feet
and cloudy wisps of hair
from between his legs
while he knows nothing?
The possibilities
are numerous—what jobs
we get ourselves into.
I feel like at this moment
I could be anyone in the world
because I could be
a hundred objects
of torture—whatever
the mind can come up with
has been done,",Bianca Stone,"Living,Life Choices,Parenthood,The Body,The Mind"
132,"
                    Marcus Aurelius
                ","
Sometimes I wake up in the night
with a terrible headache, my mouth
blackened; a ghost looking for valuables
in the debris, I turn on a battery-powered
light, clipped to a book, I write things down
in the spirit of Marcus Aurelius
who said the finest bottle of wine
is just grape juice, passing through the liver,
no matter the beauty of a frothing glass,
or a night of big Truth-seeking, never recalled;
the importance of putting something bittersweet
into our mouths, turning it around and around
on our tongues, attaching to it, our missions,
our purpose—in the end
we are all just filters, not even
as beautiful as the plainest bird
or as zen as the meanest deer tick,
nothing is given over to, nothing new is lit.
So often it is this. I wake up, urgent, fatalistic,
with the taste of nectar on my boughs.
I replay on a loop my one stoic consistency,
my middle of the night vow,
that I will start tomorrow
the essential dismantling
of what I live.
",Bianca Stone,"Living,The Body,The Mind,Arts & Sciences,Philosophy"
133,"
                    Trace Evidence
                ","
When I say But mother, Black or not Black,
Of course you are polyethnic,",Charif Shanahan,"Relationships,Family & Ancestors,Social Commentaries,Crime & Punishment,Race & Ethnicity"
