,Title,Poem,Poet,Tags
35,"
                    All the Dead Boys Look Like Me
                ","
Last time I saw myself die is when police killed Jessie Hernandez
                                      A 17 year old brown queer // who was sleeping in their car
Yesterday I saw myself die again // Fifty times I died in Orlando // &
                        I remember reading // Dr. José Esteban Muñoz before he passed
I was studying at NYU // where he was teaching // where he wrote shit
                        That made me feel like a queer brown survival was possible // But he didn’t
Survive & now // on the dancefloor // in the restroom // on the news // in my chest
                        There are another fifty bodies that look like mine // & are
Dead // & I’ve been marching for Black Lives & talking about police brutality
                        Against Native communities too // for years now // but this morning
I feel it // I really feel it again // How can we imagine ourselves // We being black native
                        Today // Brown people // How can we imagine ourselves
When All the Dead Boys Look Like Us? // Once I asked my nephew where he wanted
                        To go to College // What career he would like // as if
The whole world was his for the choosing // Once he answered me without fearing
                        Tombstones or cages or the hands from a father // The hands of my lover
Yesterday praised my whole body // Made angels from my lips // Ave Maria
                        Full of Grace // He propped me up like the roof of a cathedral // in NYC
Before we opened the news & read // & read about people who think two brown queers
                        Can’t build cathedrals // only cemeteries // & each time we kiss
A funeral plot opens // In the bedroom I accept his kiss // & I lose my reflection
                        I’m tired of writing this poem // but I want to say one last word about
Yesterday // my father called // I heard him cry for only the second time in my life
                        He sounded like he loved me // it’s something I’m rarely able to hear
& I hope // if anything // his sound is what my body remembers first.
 
",Christopher Soto,"Living,Death,Love,Desire,Relationships,Gay, Lesbian, Queer,Social Commentaries,Crime & Punishment"
36,"
                    Heartbeats
                ","
Work out. Ten laps.
Chin ups. Look good.
 
Steam room. Dress warm.
Call home. Fresh air.
 
Eat right. Rest well.
Sweetheart. Safe sex.
 
Sore throat. Long flu.
Hard nodes. Beware.
 
Test blood. Count cells.
Reds thin. Whites low.
 
Dress warm. Eat well.
Short breath. Fatigue.
 
Night sweats. Dry cough.
Loose stools. Weight loss. 
Get mad. Fight back.
Call home. Rest well.
Don't cry. Take charge.
No sex. Eat right.
Call home. Talk slow.
Chin up. No air.
Arms wide. Nodes hard.
Cough dry. Hold on.
Mouth wide. Drink this.
Breathe in. Breathe out.
No air. Breathe in.
Breathe in. No air.
Black out. White rooms.
Head hot. Feet cold.
No work. Eat right.
CAT scan. Chin up.
Breathe in. Breathe out.
No air. No air.
Thin blood. Sore lungs.
Mouth dry. Mind gone.
Six months? Three weeks?
Can't eat. No air.
Today? Tonight?
It waits. For me.
Sweet heart. Don't stop.
Breathe in. Breathe out.
",Melvin Dixon,"Living,Health & Illness"
37,"
                    The Lord's Prayer
                ","
You can't fake it. You know when I fail
          to achieve the expected: palm the becoming-
                         comatose bullfrog, legs collapsing as they may,
and chuck it (we used to say) high as you can.
 
Let it fly stone-like to the skylight in the low
          dome of fog—another requirement of the game:
                    a foggy day and a bullfrog and you, Vincent.
The old code goes back and forth between us
 
as we take our turns, childhood pals, engaged
           by the game we once called Kamikaze—now,
                         a nameless ceremony. Nameless not because
a boy's play calcifies in a man's conviction;
 
not because, despite our promise, you've become
          a mid-rank fighter pilot, and I a minor poet;
                        and not because it's too unpleasant to name
what brings to hand that astonished muscle
 
only to leave it, later, sprawled on the current.
          The perfect toss sends the critter shattering
                         for an instant, beyond fog, into the invisible.
Disappearance is success. Once you said, ""My insides
 
tickle whenever it happens,"" and so I know
          you've been tickled five times, and I three.
                    That's the score; the score matters little.
The name is gone because we're from here,
 
and, being native, cannot visit how it is
         that an urge to which we tend tends to us—
                       how we are cruel, inscrutable, indefensible,
yet holy. How we send up bodies of praise from
 
our right hand, only to gather eventual elegies—
          flesh stunned still as words—in our left.
                    Once again the center of the heavens
is earth. We've thrown as high as we can
 
for as long as we can remember, only to await
          some return: a revelation, plummet, explosive
                         splash. So it is that two grown men
may stand again in stillness, awaiting word,
 
friends who glimpse for seconds at a time
          earth as it is in heaven, ankle-deep
                          in Rowan Creek with eyes uplifted,
reflecting the fog to the fog itself.
",Anthony Carelli,"Living,Youth,Nature,Animals,Religion,Christianity,The Spiritual"
38,"
                    I Look for You
                ","
I look for you early,
my rock and my refuge,
         offering you worship
     morning and night;
before your vastness
I come confused
          and afraid, for you see
     the thoughts of my heart.
 
What could the heart
and tongue compose,
         or spirit’s strength
     within me to suit you?
But song soothes you
and so I’ll give praise
          to your being as long
     as your breath-in-me moves.
 
",Solomon Ibn Gabirol,"Religion,God & the Divine,Judaism,Yom Kippur"
39,"
                    Send Your Spirit
                ","
Send your spirit
     to revive our corpses,
and ripple the longed-for
     land again.
 
The crops come from you;
     you’re good to all—
and always return
     to restore what has been.
",Solomon Ibn Gabirol,"Nature,Landscapes & Pastorals,Religion,God & the Divine,Judaism,Passover"
40,"
                    Lord,
                ","
all my desire is here before you,
     whether or not I speak of it:
I'd seek your favor, for an instant, then die—
     if only you would grant my wish.
I'd place my spirit in your hand,
     then sleep—and in that sleep find sweetness.
 
I wander from you—and die alive;
     the closer I cling—I live to die.
How to approach I still don't know,
     nor on what words I might rely.
Instruct me, Lord: advise and guide me.
     Free me from my prison of lies.
 
Teach me while I can bear the affliction—
     do not, Lord, despise my plea;
before I've become my own burden
     and the little I am weighs on me,
and against my will, I give in
     as worms eat bones that weary of me.
 
I'll come to the place my forefathers reached,
     and by their place of rest find rest.
Earth's back to me is foreign;
     my one true home is in its dust.
Till now my youth has done what it would:
     When will I provide for myself?
 
The world He placed in my heart has kept me
     from tending to my end and after.
How could I come to serve my Lord,
     when I am still desire's prisoner?
How could I ask for a place on high,
     when I know the worm will be my sister?
 
How at that end could my heart be glad,
     when I do not know what death will bring?
Day after day and night after night
     reduce the flesh upon me to nothing.
Into the winds they'll scatter my spirit.
     To dust they'll return the little remaining.
 
What can I say—with desire my enemy,
     from boyhood till now pursuing me:
What is Time to me but your Will?
     If you're not with me, what will I be?
I stand bereft of any virtue:
     only your justice and mercy shield me.
 
But why should I speak, or even aspire?
     Lord, before you is all my desire.
",Yehudah Halevi,"Living,Death,Religion,God & the Divine,Judaism,Yom Kippur"
41,"
                    At the Hour of Closing
                ","
Lord of wondrous workings,grant us understanding—      now at the hour of closing.
 
A chosen few are called,
     their eyes toward you lifting—
they stand exalted in their trembling      now, at the hour of closing.
 
They pour forth their souls;
     erase, then, their straying—
and grant them, Lord, your absolution      now at the hour of closing.
 
Be a shelter for them
     through all their suffering;
consign them only to rejoicing      now, at the hour of closing.
 
Show them your compassion,
     in your justice turning
on all who brought oppression to them—      now at the hour of closing.
 
Recall their fathers’ merit
     and count it as merit for them;
renew their days as once they were,      now, at the hour of closing.
 
Call for the year of grace—
     the remnant flock’s returning
to Oholìbah and Oholàh—      now at the hour of closing.
 
",Moses ibn Ezra,"Religion,Judaism"
42,"
                    Prayer
                ","
For all
the pain
 
passed down
the genes
 
or latent
in the very grain
 
of being;
for the lordless
 
mornings,
the smear
 
of spirit
words intuit
 
and inter;
for all
 
the nightfall
neverness
 
inking
into me
even now,
my prayer
 
is that a mind
blurred
 
by anxiety
or despair
 
might find
here
 
a trace
of peace.
 
",Christian Wiman,"Living,The Mind,Religion,The Spiritual"
43,"
                    [the target is a record of the past history of the target]
                ","
the target is a record of the past history of the target
or forever hold your or told you so complacent
mention repeats numerous trills in memory
sugar and spice in the bag suppressed
supposedly on an axis allow for the idea to rest
",Jen Hofer,
44,"
                    [a bullet has passed through]
                ","
a bullet has passed through
spent the time elsewhere
to need, tenderly, potential
does not need to be bought, cannot
in fact refute the cause, rather catches
",Jen Hofer,
45,"
                    Waiting For a Poem
                ","
I’m waiting for a poem,
something rough, not elaborate or out of control,
something undisturbed by curses, a white raven
released from darkness.
 
Words that come naturally, without aiming at anything,
a bullet without a target,
warning shots to the sky
in newly occupied lands.
 
A poem that will well up in my chest
 
and until it arrives
I will listen to my children fighting in the next room
and cast my gaze down at the table
at an empty glass of milk
with a trace of white along its rim
my throat wrapped in silver
a napkin in a napkin ring
waiting for late guests to arrive. . . .
 
",Luljeta Lleshanaku,"Arts & Sciences,Poetry & Poets,Social Commentaries,War & Conflict"
46,"
                    Prisoners
                ","
Prisoners
guilty or not
always look the same when they are released—
patriarchs dethroned.
 
This one just passed through the gate
head bowed despite not being tall
his gestures like a Bedouin’s
entering the tent
he carried on his back all day long.
 
Cotton curtains, stone walls, the smell of burnt lime
take him back to the moment
the cold war ended.
 
The other day his sheet was hung up in the courtyard
as if to flaunt the blood stain
after a wedding night.
 
Faces tarnished by sun
surround him, all eyes and ears:
“What did you dream of last night?”
A prisoner’s dreams
are parchment
made sacred by its missing passages.
 
His sister is still discovering his odd habits:
the bits of bread hidden in pockets and under his bed
the relentless chopping of wood for winter.
 
Why this fear?
What can be worse than life in prison?
 
Having choices
but being unable to choose.
",Luljeta Lleshanaku,"Social Commentaries,Crime & Punishment"
47,"
                    We Lived
                ","
We lived in the long intolerable called God.
We seemed happy.
 
I don’t mean content I mean heroin happy,
donkey dentures,
 
I mean drycleaned deacons expunging suffering
from Calcutta with the cut of their jaws
 
I mean the always alto and surely anusless angels
divvying up the deviled eggs and jello salad in the after-rapture
 
I mean
to be mean.
 
Dear Lord forgive the love I have
for you and your fervent servants.
 
I have so long sojourned Lord
among the mild ironies and tolerable gods
 
that what comes first to mind
when I’m of a mind to witness
 
is muriatic acid
eating through the veins
 
of one whose pains were so great
she wanted only out, Lord, out.
 
She too worshipped you.
She too popped her little pill of soul.
 
Lord if I implore you please just please leave me alone
is that a prayer that’s every instance answered?
 
I remember one Wednesday witness told of a time
his smack-freaked friends lashed him
 
to the back of a Brahman bull that bucked and shook
until like great bleeding wings the man’s collarbones
 
exploded out of his skin.
Long pause.
 
“It was then,” the man said, “right then…”
Yes. And how long before that man-
 
turned-deacon-turned-scourge-of-sin
began his ruinous and (one would guess) Holy Spirit-less affair?
 
At what point did this poem abandon
even the pretense of prayer?
 
Imagine a man alive in the long intolerable time
made of nothing but rut and rot,
 
a wormward gaze
even to his days’ sudden heavens.
 
There is the suffering existence answers:
it carves from cheeks and choices the faces
 
we in fact are;
and there is the suffering of primal silence,
 
which seeps and drifts like a long fog
that when it lifts
 
leaves nothing
but the same poor sod.
 
Dear God—
 
",Christian Wiman,"Religion,Faith & Doubt,God & the Divine"
48,"
                    The Second O of Sorrow
                ","
Somehow, I am still here, long after
transistor radios, the eight-tracks my father blared
 
driving from town to town across Ohio
selling things, the music where we danced
 
just to keep alive. I now understand I was not
supposed to leave so soon, half a century
 
a kind of boulder that I’ve pushed up the hill
& now for a moment, like Sisyphus
 
I watch it roll.
I walk through the snow.
 
I breathe the dirty East Side wind
pushing past the Russian church, the scent
 
of fish & freighters & the refinery
filling the hole in my chest—how many years
 
have piled since I last stumbled out onto the ice
& sat down to die.
 
Only to look up at the geometry
of sky—& stood
 
to face whoever might need me—
",Sean Thomas Dougherty,"Living,Time & Brevity,Relationships,Family & Ancestors"
49,"
                    Biography of LeBron as Ohio
                ","
When is a poem one word? Even at 17 he was Baraka
           on the court, Coltrane gold toned, a kind of running riff,
more than boy-child, man-child, he was one word like Prince.
            How back in those drunken days when I still
ran in bars & played schoolyard ball
            & wagered fives & tens, me & my colleague
the psych-prof drove across Eastern Ohio
             just to see this kid from powerhouse St. Vincent,
grown out of rust-belt-bent-rims, tripped
            with the hype & hope & hip hop
blaring from his headphones, all rubber soled
            & grit as the city which birthed him.
We watched him rise that night scoring over 35,
            drove back across the quiet cut cornfields
& small towns of Ohio, back to the places
            where we slept knowing that Jesus had been reborn, black
& beautiful with a sweatband crown rimming his brow.
            He was so much more than flipping burgers & fries,
more than 12-hour shifts at the steel plant in Cleveland.
            More than the shut-down mill in Youngstown.
More than that kid selling meth in Ashtabula.
            He was every kid, every street, every silo, he was white
& black & brown & migrant kids working farms.
            He was the prince of stutter-step & pause. He was the new
King. We knew he was coming back the day after he left
            his house in Bath Township. He never sold it.
Someone fed his fish for years. Perhaps our hope? Fuck Miami.
Leave Wade to wade through the Hurricane rain. LeBron is
remembering that woman washing the linoleum floor, that man
          punching his punch card. He drives a Camaro, the cool kid
Ohio car driving through any Main Street. He is the toll-taker, &
            he is the ticket out.
He keeps index cards documenting
            his opponents’ moves. One leans forward before he drives.
One always swipes with his left hand. The details like a preacher
            studying the gospel. He studies the game like a
mathematician conjugating equations, but when he moves he is a
            choreography,
a conductor passing the ball like a baton. He is a burst of cinders
            at the mill. He is a chorus of children calling his name.
            The blistered hands of man stacking boxes
in Sandusky, the long wait for work in Lorain.
A sapling bends
            & reaches in all directions
before it becomes a tree. A ball is a key to a lock.
            A ball is the opposite of Glock.
America who sings your praises,
           while tying the rope, everyone waiting for Caesar to fall,
back-stabbing media hype city betrayed
            by white people with racist signs.
            I watch the kids play ball
in the Heights, witness this they say. We will rise. I watched
            LeBron arrive & leave, I walked, I gave up drinking
as he went off & won a ring. The children’s chorus calls out sing
            brother, sing. Everything is black. Storm clouds gather
out on Lake Erie. But the old flower-hatted women
            at the Baptist church are heading out praise cards,
registering teenagers to vote. To turn a few words into a sentence.
He is a glossary of jam, & yes he is corporate
            chugging down green bubbly Sprite, running in Beats head
phones, he is Dunkin his donut, he is Nike, witness, ripped.
            On a spring day in Akron a
            chorus of children is chanting his name on the court by the
chain-link fence. He is forged steel, turning his skinny body into
            muscle, years of nights lifting, chiseling, cutting, studying.
Watching the tape. To make a new kind of sentence. He is passing
            out T-shirts, this long hot bloody summer he was returned
to the rusted rim along the big lake. He is stutter-step. He is
            spinning wheel. He has a cool new hat. He is speaking of dead
black children. He is giving his time. To make the crowd
            sway like wind through a field of corn.
            Does LeBron think of dying?
            Does the grape think of dying as it withers on the vine by
the lake? Or does it dream of the wine it will become?
He is wearing a shirt that says I Can’t Breathe.
They said he was arrogant. I said he was just Ohio.
            He married his high school sweetheart. Bravado laid out
on the court. No back down, he is Biggie with a basketball inside
            of a mic, no ballistics, just ballet. He is Miles Davis cool,
quietly cerebral, turning his back, tossing up
            chalk like blue smoke, blue notes, blues. He is Akron,
Columbus, he is heart & Heat turned to lake effect blizzards,
            freighters frozen in ice, looking for work & no money to eat.
He is Ashtabula & Toledo. He is carrying so many across the
            river, up through Marietta.
            The grapevines are ripe in Geneva.
            He returns, Man-child, Man-strong, Man-smart, Man-
mountain, Mansfield to East Akron, minus into Man, or should we
            say Mamma raised? Single mother fed, shy child, quiet child
who grew, who suffered & taught his body to sing, his
            mother worked how many shifts, doing this, doing that,
never gave up for her son. He is third shift at the rubber
            plant in winter, he is farm hands & auto parts piecework
& long nights the men at the bar, eyes on the television.
            The lake tonight is black as newly laid asphalt.
There are no ellipses. He is turning paragraphs
            into chapters. Long ago the hoop Gods made this deal
at the crossroads, Old Scratch is flipping the pages
            of his program & waiting high in the stands—to belong to a
place most people would call
            nowhere, to show the world how tough we truly are,
twelve-hour shifts at the Rubber plant in Akron. How he is, how
            he is a part of this asphalt court we call Ohio, & how we
suffer, & how we shine.
",Sean Thomas Dougherty,"Activities,Sports & Outdoor Activities,Social Commentaries,Money & Economics,Race & Ethnicity,Town & Country Life"
50,"
                    The Welty Tour
                ","
In the next room, Peter’s gloved hands crack
cordoned-off spines: he has been granted
permission, his agent’s call his pedigree.
So the tour itself is only the docent and me.
He is docile, eager to please, leads me
up the stairs and takes me to the bed.The coverlet is authentic, he says.
He lectures me on the heating system, offers
an anecdote of a broken casserole, recites
all of the Welty lore he has rehearsed.
She taught him when he was young, and now
he serves her legend, lets me lean in
toward the books—I cross the line
of what’s allowed, never touching.
He shows me photos—two loves lost, one
a married man—then on the way down,
pauses before a feather in a box,
reciting Yeats’s “Leda and the Swan.”
He begins to weep at Let her drop, adds,Like Welty’s loves! Now I stop—
is he comparing her to the god, or Leda?
He cannot bear her, her Unfulfilled Love.
I cannot bear this either—how dare he conjure up
for her such disappointment, such wasted longing?
I want to be the mirror of her photographs,
to be her figure of my own conjuring. I want
to believe I, too, could be happy here, in this
solitary house, in this small town, amidst
the rows and stacks of books. Untouched.
",Rebecca Morgan Frank,"Love,Unrequited Love,Mythology & Folklore,Fairy-tales & Legends"
51,"
                    The Moon’s Magnetic Field Once Came from an Asteroid
                ","
When you walked in
it was like recognizing
 
the moon when he returns.
His lover bites his cheek; she
 
has no choice. All we see
is the dissolution, then await
 
the reconstruction.
Each time, the sky
 
yanks her into his orbit.
I want to say I’m sorry.
 
I want to sayYou win. Our bodies are like
 
the confessional booth these
poems are stuck in. Even
 
the priest can see that sin.
You’ll be all spit and honey—
 
or maybe I’m the poisoned
flower gnawing on its own
 
lip because it has no hands
to reach for you. Only words
 
that are as useless as the pollen
for saying anything. I continue
 
to serve them even with your hands
around my throat from across
 
the room. Your voice is home,
I answer it like a bat guided
 
across the atmosphere. This
is a narrative that cannot end
 
well but wants to, but must.
I’ll continue to go down kicking
 
and you’ll be sweet as anything
until you bite back. No, it can’t
 
end here—we won’t let it.
Billions of years have passed
 
since an asteroid last hit
the moon: clearly some
 
magnetic fields can be sustained.
",Rebecca Morgan Frank,"Love,Break-ups & Vexed Love,Relationships,Men & Women,Nature,Stars, Planets, Heavens"
52,"
                    Postscript from Mississippi
                ","
When you asked if it rained bees or poison
you were asking the wrong question. Again.
 
You still didn’t understand the difference
between hurricanes and flooding. Thus between
 
gods and humans. Between your slum-
lordy digs and the shacks I pass that cling
 
to old boards and huddle around each family.
The yards marking the care of home.
 
Everywhere something is falling on
someone and I watch like an autumn
 
tourist tripping through the Berkshires.
I reach to catch a leaf. I try to straighten
 
a Pisa-like sapling. The wind wraps around
us both like a question mark and leaves
 
me standing, the sole witness on this end.
I’m telling you about a place of silence.
 
You want it all to be a metaphor. I’m watching
a front porch crumble. Still, someone sits there.
",Rebecca Morgan Frank,"Social Commentaries,Town & Country Life"
