,Title,Poem,Poet,Tags
68,"
                    Leaving the Old Gods
                ","
I.
The people who watch me hang my coat
on a peg at the office don't even know
about that other life,
the life when there was you, it,
however briefly. To them my body
is a fact casual as the weather.
I could tell them:
That day it rained
the way it rains in the New World.
Leaves struck the window like daggers.
I didn't think about God
but the ones we used to worship
the ones who want your heart still
beating, who load you with gold
and lure you to sleep
deep in the cenote.
 
II.
A girl, he said, and I nodded
though we couldn't have known.
I would have left him then
for ten thousand pesos.
I don't know what world you inhabit,
swimming there, baby, not-baby,
part of my body, not me,
swept aside like locks of hair
or toenail parings.
It's ten years today
and you who were never alive
pull a face in the leaves
of jacaranda, the only tree
that lives outside my window.
It must be your voice
whistling through the office window,
though I can't understand your words.
Comfort or accusation,
I can't understand your words.
",Janet McAdams,"Living,Life Choices,Parenthood,The Body"
69,"
                    Anasazi
                ","
How can we die when we're already
prone to leaving the table mid-meal
like Ancient Ones gone to breathe
elsewhere. Salt sits still, but pepper's gone
rolled off in a rush. We've practiced dying
for a long time: when we skip dance or town,
when we chew. We've rounded out
like dining room walls in a canyon, eaten
through by wind—Sorry we rushed off;
the food wasn't ours. Sorry the grease sits
white on our plates, and the jam that didn't set—
use it as syrup to cover every theory of us.
",Tacey M. Atsitty,"Relationships,Family & Ancestors,Social Commentaries,History & Politics,War & Conflict"
70,"
                    Dismantling
                ","



          Be willing to dismantle for the purpose
          of rebuilding on more solid structure.
                                                                 —Horoscope
 



First you must lift the idea
(be careful it may be heavy)
and haul it out to the dumpster.
Next locate the meaning—it may not
come easily, though if you have
the right tools and they are good tools
you should have no difficulty. Now
it is the sentences' turn: take each one
strip it of grammar (you may need
abrasives here) and hang them all
on a line. When thoroughly dried,
lay each one down on the grass or
if you live in the city, the sidewalk will do.
The point is, make sure you put them
in harm's way, wherever you are.
Don't try to protect them. It may be
they will go to war, or wander the desert
or haunt the streets like beggars
or run from the police or suffer
loneliness and despair. Remember:
they must make their own way. The best
you can do is to stay out of theirs
and take them back in if they return.
",Merrill Leffler,"Living,The Mind,Arts & Sciences,Language & Linguistics"
71,"
                    Under a Full Moon at Midnight
                ","
This is a paean to relief and ecstasy.
A man's poem of course—the electric ah!
in the long stream arcing a rainbow
under the spotlight moon, a covenant between
mv body and the earth's.
                                             I think of Li Po smiling
silently on Green Mountain and can hear Rumi
drunk on rapture—drink my brother he calls to me,
think of the elephant loosening a great ebullient
stream that floats a river past your house and drop
turds so immense you could build a hut from them
along the shore to shelter your children.
                                                                           What release!
Think of your child pedaling under your hand
and of a sudden—it just happens—you let go
and he's off on his own, free for that first time—
the achieve of, the mastery of the child.
See the stalwart trees in their silence
the stones resting in the driveway, the cat curled asleep
on the front porch, the smear of blood
on the lion's mouth sitting over his fresh gazelle
the morning paper and its stories shouting
for attention. The plenitude of it all.
                                                                And perhaps                    
somewhere a friend is dreaming of me, or someone
a stranger is peeing ecstatic under the same moon.
A covenant then between us.
                                                    True or not. It is no matter.                                    
 
",Merrill Leffler,"Living,The Body"
72,"
                    First Blues
                ","
That summer night
Was hot
Steaming like a crab
Luscious under the shell
 
Televisions gone bleary
Blinked
In front of men
In undershirts drinking beer
 
Wives upstairs took showers
Caught
A glimpse of their backs
In hallway mirrors
 
I sat in the dark
Invisible
On the backporch
Drinking in the night
 
And it tasted good
So good
Going down
And somebody like me
 
Blew night through an alto sax
Blew and blew
His cooling breath
His hot cool breath on me—
 
And I came alive
Glowing
In the dark
Listening like a fool
",Saundra Rose Maley,"Love,Desire,Nature,Summer,Arts & Sciences,Music"
73,"
                    The House May Be Burning
                ","
But keep writing.
Write by the glow of the windows,
the roof alight
like a red-haired girl,
you in the back yard, safe.
 
The ladybug's flown away.
Recall her flit and armored crawl.
To the last breath of summer.
Upon the circular of winter.
 
The man may have left.
This doesn't stop
the writing. Between
the pages, a slight blur.
The man may have been old
and ill, or young
who stopped trying
to be with you.
Ghost days.
 
You're swimming across
a deep lake with a soul
you're making.
You save the swimmer,
the sailor,
the drowned,
the damned
and the beloved.
",Margaret Hasse,"Living,Separation & Divorce,Love,Heartache & Loss,Arts & Sciences,Poetry & Poets"
74,"
                    Hinterlands
                ","
My ancestors were not diligent
and so they lived beside the fort
that's neither on the maps of Heaven,
Nor of Hell.
In these lands, there is no difference
between a star and thrown car keys.
Chicken nuggets hatch from the eggs of eagles.
I grow dirty while bathing in bottled water.
My bed comforter is a wet parking lot,
I wrap myself up in.
If I eat in the morning, there's nothing left in the evening
My dish of grass and cigarette butts topped with expired coupons.
Stir all I like; I never swallow it down.
All the while, my rabbit's foot runs about
from Las Cruces to West Memphis
searching for flawless luck.
The more one cries, the more one prospers . . .
O' ancestral demon, may my lamentation become verbal sorcery.
",Sy Hoahwah,"Relationships,Family & Ancestors,Social Commentaries,Money & Economics,Mythology & Folklore,Ghosts & the Supernatural"
75,"
                    Taken Care Of
                ","
I come from Inuit oil money,
From instruments of chance and divination.
The most loose, shut in, wavering mind,
Recording my day with recitations, antennae,
Narration and figure, my phone might die. I'm walking dirty.
Shop and mob cops, not to touch my mother's breast
Or the queen's royal crown signature
Izzy Juju—hijacked, forsaking all others.
The untamed scotch is mine. It cost the picture a fortune
To say nothing of my turban, costume copies
Of topaz bracelets, the umpteenth translation.
Did you ever know Micah, Gay Sunshine, Grace Cathedral, Coconut?
I went from heels at Barneys to the depths of the bins.
Who could be like dropping in? I'll fold both my hands
In gloves and wait, Hope Diamond peeking out.
",Cedar Sigo,"Relationships,Family & Ancestors,Social Commentaries,Money & Economics"
76,"
                    [photos of her father]
                ","
photos of her father
in enemy uniform—
the taste of almonds
",Sandra Simpson,"Relationships,Family & Ancestors,Friends & Enemies,Social Commentaries,History & Politics,War & Conflict"
77,"
                    War Bonds
                ","
It was wartime
Daisies and Maisies in overalls
Worked in factories
Snapping gum in their teeth
Ration spunk
To keep them going
 
Through weekend tours
At the local USO
Or late nights
Checking hats
For the Willard rooftop garden
It was rough
 
Making ends meet
While their men were at war
In radio worlds
And newspaper print
Nights at home were spent reading
 
Letters over and over
Like prayers
Mouths shaped
To the words
And Hershey bars
Melted on radiators
",Saundra Rose Maley,"Living,Separation & Divorce,Social Commentaries,Gender & Sexuality,War & Conflict"
78,"
                    Spring Training
                ","
I carry my spikes and step on the field an hour ahead of the others. Last day of March with April offering tickets for the new season. I'm full of sun on wet grass, in love with blistered benches.A sparrow sits on the backstop, watching, ready to dart if I catch its eye. I drop my bag on home plate and swirl my foot in the dust the way my cousin does with his fingers on the skin of a drum head. Next yearhe'll be released with the others who spent mornings breaking windows and trashing vacation homes like drunks in the right field bleachers. Here, I'm alone with a sparrow and the smell of a baseball morningsettling around me like a comforter. I start trotting to first base, the ankles loosening, then the knees, as the dust begins to lift into the breaking light. Around second and third I stretch my armsin a rotary motion ready to fly. A hand waves back from a passing car, someone who knows me or remembers rising one morning when the game of who you are is played out in your mind,and around you a stadium full of fans begs youto do what you usually do in the clutch. The bat I pullfrom the bag for the first time is my father's Louisville Slugger, thirty-three inches, wood barrel.I thought enough time had passed, the attic dust hard in the grooves. I stroke it slowly like a weaponyou love to touch but would never use. He hit .304at Omaha the season he was drafted, all-starrookie-of-the-year. He said we'd join him soon.Then that other draft. He would have been here.I swear he would. The silence feels oppressive now.I dig for a scuffed ball and throw it up, shoulder high,but let it fall. A natural hitter, my father said, holdingmy hands. I grip the tar-stained handle. Tears blurthe wall that's so far away it looks warped. I aimfor marrow deep inside, April hungry for the kill.
",Philip Raisor,"Living,Death,Activities,Sports & Outdoor Activities,Relationships,Family & Ancestors"
79,"
                    The Street of Heavens
                ","



           Tell me how you die and I will tell you 
           who you are.
                                       Octavio Paz



I stand in line. The woman ahead of me, blowzy-haired and angry, is told that grace is the act of restraint and road-kill is not a sport. She can choose to wait or test the judgment at another entrance. I know that morality, penance, a kind heart don't matter, nor the faith I embraced or didn't, the people I saved. I know the key is where I land on the scale of commitment.Earnhardt, Sr., died for the game, and got in. Many ancient Egyptians buried juggling balls with them, as though endless practice and craft were their gifts to the next world. They entered. I ask if I can peek in, maybe stand on the edge and look into the vast canyon of pits, arenas, fields, fairways, pools, rings, tables, tracks, courts, beaches, forests, mountainswhere war is forbidden. Here is what I bring for review: a nasty fastball, a runner-up ring, individual initiative, a contrary attitude, the heart of a poet. I bring a willingness to run like an outlaw, honor the Greeks and Makahiki, invent new games, practice past dusk, play on the second squad, and keep score until I can get in the game with eternity left on the clock. I hope it is enough.
",Philip Raisor,"Living,Death,Activities,Sports & Outdoor Activities"
80,"
                    Three Women and a Man
                ","
Mary Magdalene                                        Virgin Mother                                                                Mary, Sister of Martha",Raina J. León,"Living,The Body,Love,Desire,Religion,Christianity,God & the Divine"
81,"
                    Addict
                ","
Mahogany maple syrup runs in spider web lines.My father never uses the stuff, heeats pancakes, powdered, butter moist.When I was a child, he knew more of straightness. Lines and razors were friends.One night he tried to die by his hand. A girljumped before he walked to the ledge.Her mangled body wore the rails like a girdle,her limbs so thin they became a blood putty. Angel,her name. They had to lift the train to take her out.
",Raina J. León,"Living,Death,Life Choices,Relationships,Family & Ancestors"
82,"
                    Scenes in the life of a lesser angel
                ","
I. I borrow wings from other angels, coastthe streets to find feathers loosely attachedto slender silver ties. With care, I close the catchand fasten cardboard stiffened form so closeI cannot breathe or fly for the airpushed out into a world in masquerade.I am African. I am goddess with flaresounding the trumpets. I call out God.Meaning changes like sea water in storm.I part the crowds until, beaten, my wingsfly, fall, litter the streets. I cradle the newborntwins and realize that I am fallen,a lesser angel, wingless and depressed.I am seductress unpetaled, undressed.II.dress her navel in lotus flowersto swim in the pool of her abdomentwine orange blossoms in her hairand smell the scent of oils and natural perfumekiss her nipples so that they become pyramidswet from a summer rain of tonguepress her down into soft linens with hardbody folding into hers like tributary waterswarm her hands against heated chestthat covers drum rhythms resoundingmen, worship your women this waywomen, flush at the adorationand you will know how I feelwhen he touches my hand
",Raina J. León,"Love,Desire,Romantic Love,Religion,The Spiritual"
83,"
                    Apologies
                ","
I.The time has come for the nation to turna new page by righting wrongs of the past.We apologise for laws and policies that inflictedprofound grief, suffering, and loss and for the removalof children from families, communities, and country.For the pain of these, their descendants, and for familiesleft behind, to mothers, fathers, brothers, sisters,for indignity inflicted on a proud people, we say sorry.We resolve that the injustices of the past must never,never happen again and look to a future based on mutualrespect, where all, whatever their origins, are equal partners.Spoken by Australian Prime Minister Kevin Rudd,introduced in January and delivered November 29, 2008,the day after he was sworn into office",Karenne Wood,"Social Commentaries,History & Politics,War & Conflict"
84,"
                    The Naming
                ","
Some nights we feel the furred darknessof an ancient one's breath and are trappedin awakening, dismemberedby events we no longer recall.We can touch the windowsill,where October air gathersas hours slip past in thin robes,the forest a concert of voices.The last crickets let go of their songs.The land speaks, its language arisingfrom its own geography—the mountains' hulked shapesare blue whales, rememberingwhen they were undersea ridges,and rivers are serpentine strands hammered from silver, and dark treestalk to the wind—weaving mortal lives,drumbeats, pillars of smoke,voices wavering into updraft,the storyteller shifting the present.
",Karenne Wood,"Relationships,Family & Ancestors,Nature,Landscapes & Pastorals"
85,"
                    One in Three or Four
                ","
There are too many of us for youto believe you are either alone or responsible. No woman asks for this. Some are children. Some areboys. Every one of us should havebeen heard. This is for Anna, age 17,who was then beaten and left to die;for Nathan, who at 11 admired the basketball coach; for Rosaline, whosees in her baby the face of a rapistand who finds that face difficult tolove; for sisters when soldiers came,mothers imprisoned among guards,for aunties grandmas daughters sons,for one who was tied and one who triedto scream, one whose husband watched,one violated time after time, one tornapart, who called the police whodid not call her back, who went tothe clinic where there were no kits,who numbed her shame with drugs,who could not drink enough to forget,who took her life, who believed shewas an object, who said nothing, whoknew no one was there and that no one would ever be there. Know this: thereare so many that if we could speak,our voices might spread like floodwatersover their boots and swell past securitystations; that if we cried out togetherwe might finally understand it as anassault on all people, all creation, andmaybe then there would be justice inthis war to claim yourself, a strugglemapped all over the flesh of every womanor child who has known what it is to be used, as you were, your sacred body.
",Karenne Wood,"Living,Sorrow & Grieving,Social Commentaries,Crime & Punishment,Gender & Sexuality"
86,"
                    Abracadabra, an Abecedarian
                ","
All this time I've been looking for words for certain difficult womenbecause they aren't able to speak for themselves, and now theClinton Foundation has come up with a brilliant campaign—theydecided, for International Women's Day, through digital magic to erase women on the cover of Condé Nast, posters, billboards, thosefigures replaced by empty space because women have not yet achievedgender equity, as noted on a website, not-there.org, and they're right. Wehaven't. But when I read about not-there.org and saw its flashy graphics,I wasn't thinking about how women are not-there-yet, metaphorically, I just thought about women who are really not there, women and girls whokeep disappearing (not from magazines, who don't make news in Manhattan)like they've evaporated, like illusions, hundreds in Juárez, twelve hundred missing and murdered Native women across Canada. The hands of men.Now you see her. Not. Not-there. Not here, either,or anywhere. Maybe only part of the problem is the predatory perpetrator-prestidigitator who more often than not knows her, knows how to keep herquiet, who may claim to love her, even, maybe getting even—or the serialrapist-killer in the bushes who bushwhacks her in the dark. You're always safe,says the forensic psychiatrist, unless a monster happens to show up, andthen you're not. Not-there. Maybe a lonely mandible, maxilla, fibula, or ulna shows up, or a bagged body gets dragged from the river. Or not. Is this thevalue we permit a woman's life to have (or not-have) throughout a wrongworld, a global idea of her as disposable parts? In the end, this is not a xenophobic poem, not specific—it's everywhere. Not-there. Right here.Yes, the sun rises anyway, but now the parents are staring past each other, thatzero between them like a chalked outline in their family photograph. Or not.
 
",Karenne Wood,"Living,Death,Social Commentaries,Crime & Punishment,Gender & Sexuality,Race & Ethnicity"
87,"
                    Guide to Avian Architecture
                ","
What we built to hold us, the year's memory,menus and daytrips, after a whilecame loose. Those nightswe balanced on each other's mistakes,cradling our wine:twigs those branches now.Who knew what lived there?She she she called one bird.What lived there knew its place.Another bird splits its nest wide,hinges the gap with spider silk, learningto give, to give, to give until breaking. Only then—either one gives until breaking or one does not.
",Megan Snyder-Camp,"Living,Life Choices,Love,Realistic & Complicated,Nature,Animals"
88,"
                    Ozette
                ","
After a while the 500-year-old village became a secret,carved into the wall of the forest where it met the Pacific,eleven long houses and their racks of drying fish, theirdogs. No roads to this town, only boats and the memory ofboaters. Blankets made from woodpecker feathers, cattailfluff, cedar bark and dog hair woven into a plaid pattern.At least that's what I remember of the museum's diorama.When the mud came down the mountain and covered the village, no one had lived there for years. It was a boaterwho remembered, after a while, that the village was gone,and also that it had once existed. Archaeologists broughtgarden hoses to wash the mud off and hooked the hoses upto the sea. Some of what had been preserved in the mudwas destroyed that day by the water pressure, and then latermost else was ruined by the wind and rain, but at least fora few weeks they could hold the bones in their hands. Thearchaeologists brought their dogs, they lived there a while.
",Megan Snyder-Camp,"Living,Death,Time & Brevity,Arts & Sciences,Sciences"
89,"
                    Dear Proofreader
                ","
You’re right. I meant “midst,” not “mist.”
I don’t know what I was stinking,
I mean thinking, soap speaks intimately
to my skin every day. Most days.
Depending if darkness has risen
to my skull like smoke up a chimney floe.
Flue. Then no stepping nude
into the shower, no mist turning
the bathroom mirror into frosted glass
where my face would float
coldly in the oval. Picture a caveman
encased in ice. Good. I like how
your mind works, how your eyes
inside your mind works, and your actual eyes
reading this, their icy precision, nothing
slips by them. Even now I can feel you
hovering silently above these lines,
hawkish, Godlike, each period
a lone figure kneeling in the snow.
That’s too solemn. I would like to send
search parties and rescue choppers
to every period ever printed.
I would like to apologize to my wife
for not showering on Monday and Tuesday.
I was stinking. I was simultaneously
numb and needled with anxiety,
in the midst of a depressive episode.
Although “mist” would work too,
metaphorically speaking, in the mist of,
in the fog of, this gray haze that followed me
relentlessly from room to room
until every red bell inside my head
was wrong. Rung.
",David Hernandez,"Living,The Mind,Arts & Sciences,Language & Linguistics"
90,"
                    The Ecology of Subsistence
                ","
No daylight for two months, an ice chisel sliversfrozen lake water refracting blue cinders.By light of an oil lamp, a child learns to savor marrow:cracked caribou bones a heap on the floor.A sinew, thickly wrapped in soot, threads throughthe meat on her chin: a tattoo in three slender lines.One white ptarmigan plume fastened to the lip ofa birch wood basket; thaw approaches: the plume turns brown.On the edge of the open lead, a toggle-head harpoonwaits to launch: bowhead sings to krill.Thickened pack ice cracking; a baleen fishing linepulls taut a silver dorsal fin of a round white fish.A slate-blade knife slices along the grain of a caribouhindquarter; the ice cellar lined in willow branches is empty.Saltwater suffuses into a flint quarry, offshorea thin layer of radiation glazes leathered walrus skin.Alongside shatters of a hummock, a marsh marigoldflattens under three black toes of a sandhill crane.A translucent sheep horn dipper skims a freshwater stream;underneath, arctic char lay eggs of mercury.Picked before the fall migration, cloudberriesdrench in whale oil, ferment in a sealskin poke.A tundra swan nests inside a rusted steel rum;she abandons her newborns hatched a deep crimson.
",Cathy Tagnak Rexford,"Activities,Eating & Drinking,Nature,Animals,Landscapes & Pastorals,Winter"
91,"
                    Baleen Scrimshaw as 16mm Film
                ","
Shoot in 16 mm film, capture her sitting underan olive-green archway.              Loop the sound of steel striking glass. When you blink, the camera captures the frame of her kin, walking upside down.              Loop the sound of tundra grass sprouting.Her hairline marks her shift        from caribou to woman. Standing in front of three white spotlights the silhouette of five black arrowheads departs from her lips.              Splice together her eyelashes and               frozen lids        exaggerate the strain               of her freckles coiled into song.Inukshuks tumble from the tips of her fingernails guiding the landing strip for twin otters; they watch their children travel to the moon,               or perhaps they erase our oiled webs.              Chart sixteen luminaries into the Beaufort Sea.                                            Wait.     Wait.        Wait.                             The shutter will remember                                            their white crested etchings.They resurface in the lyric of your documentary.
",Cathy Tagnak Rexford,"Living,The Body,Nature,Animals,Arts & Sciences,Photography & Film"
92,"
                    All-American
                ","
I’m this tiny, this statuesque, and everywherein between, and everywhere in betweenbony and overweight, my shadow cannot holdone shape in Omaha, in Tuscaloosa, in Aberdeen. My skin is mocha brown, two shades darkerthan taupe, your question is racist, nutmeg, beige,I’m not offended by your question at all.Penis or vagina? Yes and yes. Gay or straight?Both boxes. Bi, not bi, who cares, stop fixating on my sex life, Jesus never leveledhis eye to a bedroom’s keyhole. I go to churchin Tempe, in Waco, the one with the exquisite stained glass, the one with a white spirelike the tip of a Klansman’s hood. Churchescreep me out, I never step inside one,never utter hymns, Sundays I hide my flesh with camouflage and hunt. I don’t huntbut wish every deer wore a bulletproof vestand fired back. It’s cinnamon, my skin,it’s more sandstone than any color I know. I voted for Obama, McCain, Nader, I was tooapathetic to vote, too lazy to walk one block,two blocks to the voting booth For or against a women’s right to choose? Yes, for and against.For waterboarding, for strapping detainees with snorkels and diving masks. Against burningfossil fuels, let’s punish all those smokestacksfor eating the ozone, bring the wrecking balls, but build more smokestacks, we need jobshere in Harrisburg, here in Kalamazoo. Againstgun control, for cotton bullets, for constructing a better fence along the border, let’s raise concrete toward the sky, why does it needall that space to begin with? For creatingholes in the fence, adding ladders, they’re nothere to steal work from us, no one dreamsof crab walking for hours across a lettuce fieldso someone could order the Caesar salad. No one dreams of sliding a squeegee downthe cloud-mirrored windows of a high-rise, but some of us do it. Some of us sell flowers. Some of us cut hair. Some of us carefullysteer a mower around the cemetery grounds.Some of us paint houses. Some of us monitor the power grid. Some of us ring you up while some of us crisscross a parking lotto gather the shopping carts into one long,rolling, clamorous and glittering backbone. 
",David Hernandez,"Social Commentaries,History & Politics,Mythology & Folklore,Heroes & Patriotism"
93,"
                    We Would Never Sleep
                ","
We the people, we the one
times 320 million, I’m rounding up, there’s really
too many grass blades to count,
wheat plants to tally, just see
the whole field swaying from here to that shy
blue mountain. Swaying
as in rocking, but also the other
definition of the verb: we sway, we influence,
we impress. Unless we’re asleep,
the field’s asleep, more a postcard
than a real field, portrait of the people
unmoved. You know that shooting last week?
I will admit the number dead
was too low to startle me
if you admit you felt the same,
and the person standing by you
agrees, and the person beside that person.
It has to be double digits,
don’t you think? To really
shake up your afternoon? I’m troubled by
how untroubled I felt, my mind’s humdrum
regarding the total coffins, five
if you care to know, five still
even if you don’t. I’m angry
I’m getting used to it, the daily
gunned down, pop-pop on Wednesday,
Thursday’s spent casings
pinging on the sidewalk. It all sounds
so industrial, there’s nothing metal
that won’t make a noise, I’m thinking every gun
should come with a microphone,
each street with loudspeakers
to broadcast their banging.
We would never sleep, the field
always awake, acres of swaying
up to that shy blue mountain, no wonder
why it cowers on the horizon, I mean
look at us, look with the mountain’s eyes
we the people
putting holes in the people.
",David Hernandez,"Living,Death,Social Commentaries,Crime & Punishment,History & Politics"
94,"
                    When in 2009 the G20 Summit Convened in Pittsburgh
                ","
Look who’s whistling through bleached teeth now,
one hand on svelte hip, one fist pumping the air–
Pittsburgh–once that madcap & zany joke factory
 
now chosen for her fetching comeback tale
& her earth-sheltered welcome center
& her Warhol & her Tropical Forest Conservatory
 
& her Rosemont, working farm of the moguls
of ketchup. Rarely since the global credit crisis
do Pittsburghers cross bridges or rivers or the thresholds
 
of stunningly profitable ventures. Yet tonight,
as global output contracts at a pace not seen since
the 1930s, as the French president proposes reform
 
of the International Monetary Fund & the US
president delights in the local crepes with crispy edges,
& as Greenpeace commandos drape a WHAT THE FUCK?
 
banner from the deck of the West End Bridge
(above which Chinook & Black Hawk helicopter hover),
& as police use the LRAD sound cannon on protesters
for the first time in the United States or Canada–
 
a Pittsburgh Pirate homers into the Allegheny River
& sets the esplanade ablaze with the flash
& fizzle of fireworks launched at the flat lozenge
 
of the moon, a ghostly azure, suspended low
above the sweep of the cantilevered roofs
on the opposite shoreline–the poured concrete,
 
the glass towers, the obelisks–a costly parody
of bygone days when confidence in the future, evinced
by our sixty miles of integrated mills, was illustrated
 
by a time capsule, a chamber “hermetically” sealed
in Steel City alloys, bicentennially filled with newsprint
& artifacts of 1958 Pittsburgh to be cracked open
 
& savored in some distant epoch, an idea first
embraced by Esarhaddon, son of Sennacherib, king
of Assyria, Babylonia, & Egypt, & reenacted now
 
in waves of sound & light–the roar of fireworks night
for a losing franchise, the hoarse voices of Pittsburghers–
wafting into the void, accelerated by Jupiter’s pull,
 
& then hurled by Jupiter out of the solar system,
yet another urban missive from a noisy planet,
a comingling of mathematics and human music, charming
 
& powerful, a murmur preserved of our city-state
that once flourished–before its citizens dispersed
to other lands, to greater deeds on the blue Earth.
",Peter Oresick,"Social Commentaries,Cities & Urban Life,History & Politics,Money & Economics"
95,"
                    My Father
                ","
My father was four years in the war,
and afterward, according to my mother,
had nothing to say. She says he trembled
in his sleep the next four years.
My father was twice the father of sons
miscarried, and afterward said nothing.
My mother keeps this silence also.
Four times my father was on strike,
and according to my mother; had nothing
to say. She says the company didn’t understand,
nor can her son, the meaning
of an extra fifteen cents an hour in 1956
to a man tending a glass furnace in August.
 
I have always remembered him a tired man.
I have respected him like a guest
and expected nothing.
It is April now.
My life lies before me,
enticing as the woman at my side.
Now, in April, I want him to speak.
I want to stand against the worn body
of his pain. I want to try it on
like a coat that does not fit.
",Peter Oresick,"Living,Coming of Age,Relationships,Family & Ancestors"
96,"
                    At a Jewish Cemetery in Pittsburgh
                ","
Someone is looking for us.
I sensed it earlier at the creek
while floating on my back, and again
on Route 8 near Brookline.
So we’ve detoured to this hillside
eroding and crazy with markers.
We’re looking for row mm or nn
or something like that.
I lug the baby; my wife runs ahead.
This neighborhood knows her–
she passes so easily between stones.
She finds the grave, her father
dead ten years now. In the time it takes
to say kaddish the sun’s dropped.
I set down my son
and he crawls in the dimness,
pulling himself up on the headstone.
How delicately he fingers the marble.
Quickly he rounds its corner. Vanishes.
I’m thinking: grass, stone, quiet–
then babbling from another world.
",Peter Oresick,"Living,Death,Parenthood,Relationships,Family & Ancestors,Religion,Judaism,The Spiritual"
97,"
                    Marking Him
                ","
Does my little son miss the smell
of his first mother? I wonder
as the mewl of his mouth
opens toward a plastic bottle
that is not her breast.
 
Sudden new mother,
I bury my nose deep
into his skullcap of ringlets,
his starry cheesiness.
 
In her good-bye letter to him
sealed in his album
with a birth certificate, which now
list my name as Mother,
 
his first mother writes
she nursed him briefly
after he emerged into
the second room of his world.
 
I think of milk, volcanic
and insistent, answering
the newborn’s gigantic thirst,
a primal agreement between
generosity and greed.
 
Sometimes I press my nose
to the glass of that place
where a mother and my child
belong to each other;
I cannot imagine coming
between them.
 
But then I want to lick him all over
with a cow’s thick tongue,
to taste him and mark him as mine
so if the other mother returns,
she will refuse her handled calf
smeared with my smell.
 
",Margaret Hasse,"Living,Infancy,Parenthood,Love,Realistic & Complicated,Relationships,Family & Ancestors"
98,"
                    First Day of Kindergarten
                ","
The bus steps are high, but William clambers up gamely.
Doors shut. He peers out a print-marked window.
From the street corner, I wave, wistful as a soldier’s bride
as his bus pulls away and turns a corner.
 
At noon the yellow bus returns him
to the same place where I’m standing again.
He thinks I stood there all day, waiting in his absence.
When he finds out I left to play tennis,
 
his forehead crumples like paper in a wastebasket.
Now he knows I can move on my own without him.
Tears drawn from the well of desertion form in his eyes.
I’m his first love and his greatest disappointment.
",Margaret Hasse,"Living,Parenthood,Activities,School & Learning,Relationships,Family & Ancestors"
99,"
                    Radiance
                ","
The Roman candle of a yard light
caramelizes the old snow.
The glow trespasses the dark hold
of December, dimming the view
 
of the night sky with its winter
triangle a boy strains to see
through the haze, as he lets his jacket
hang open, unzipped to the cold.
 
He knows to return through
the black cleft between buildings,
below electric wires that seem
to carry a little train of snow
 
on their slim rails, where he throws
the switch that shuts off the bulb
on its pole, that opens the dome
to a blast of stars in outer space,
 
to the pinpoint of Jupiter,
to the constellation of Orion hunting
the Great Bear that the boy follows
to find a smudge of gray–he can gaze
 
through that peep hole to another
galaxy also spangled with radiance
from stars that traveled two
and a half million light years
 
before appearing as a signal
in the rod cells of his eyes
that pass impulses through
neurons and nerves
 
to his brain that creates images.
He draws in a sharp breath,
the high voltage power box
of his chest hot and humming.
 
",Margaret Hasse,"Living,Youth,Nature,Stars, Planets, Heavens,Winter"
100,"
                    Sex, Night
                ","
Once again, someone falls in their first falling–fall of two bodies, of two eyes, of four green eyes or eight green eyes if we count those born in the mirror (at midnight, in the purest fear, in the loss), you haven’t been able to recognize the voice of your dull silence, to see the earthly messages scrawled in the middle of one mad state, when the body is a glass and from ourselves and from the other we drink some kind of impossible water.
         Desire needlessly spills on me a cursed liqueur. For my thirsty thirst, what can the promise of eyes do? I speak of something not in this world. I speak of someone whose purpose is elsewhere.
         And I was naked in memory of the white night. Drunk and I made love all night, just like a sick dog.
         Sometimes we suffer too much reality in the space of a single night. We get undressed, we’re horrified. We’re aware the mirror sounds like a watch, the mirror from which your cry will pour out, your laceration.
         Night opens itself only once. It’s enough. You see. You’ve seen. Fear of being two in the mirror, and suddenly we’re four. We cry, we moan, my fear, my joy more horrible than my fear, my visceral words, my words are keys that lock me into a mirror, with you, but ever alone. And I am well aware what night is made of. We’ve fallen so completely into jaws that didn’t expect this sacrifice, this condemnation of my eyes which have seen. I speak of a discovery: felt the I in sex, sex in the I. I speak of burying everyday fear to secure the fear of an instant. The purest loss. But who’ll say: you don’t cry anymore at night? Because madness is also a lie. Like night. Like death.
 
",Alejandra Pizarnik,"Living,The Body,The Mind,Love,Desire"
