,Title,Poem,Poet,Tags
70,"
                    Welcome
                ","
Everything you thought you knew
must be relearned overnight.
 
How to walk.
Walk, not trip, over cords, 2x4s,
used coffee cups, concrete cores.
Walk, 40 pounds on your shoulder, across
rebar or a wood plank; glide,
not wobble, not look like the bounce
beneath each bootstep scares you.
 
How to dress yourself
to work outdoors all day midwinter
and keep warm, keep working, fingers moving;
or midsummer, with no hint of breasts.
 
How to climb ladders–
not a stepstool or a 4-footer–
ladders that stretch up two stories
where someone’s impatient
for that bundle of pipe.
 
How to get coffee–
hot and how they like it–to a crew
spread out 10 floors; to carry muffins
three blocks in a paper sack
through sheets of rain.
 
How to look.
To never go back empty-handed
when you’re told, Grab me a This/Thatfrom the gangbox, if all you’ve done
is move things around, poke here and there;
if you haven’t emptied out the full contents
so the journeyman won’t shame you
by finding This/That in a quick minute,
after you’ve said, We don’t have any. 
 
How to be dependable
but not predictable-provokable.
Not the lunch break entertainment.
 
How to read
blueprints,
delivery orders,
the mood on the job;
how long it’s okay to sit down for coffee;
how early you can start rolling up cords.
 
How to do well in school
from the back row
of a seats-assigned-Jim-Crow classroom
How to learn tricks-of-the-trade
from someone who does not like you.
 
How to listen, to act-don’t-ask.
To duck when someone motions, Duck! 
Or when someone tells you, Don’t talk to Zeke,
to know what they mean
so you don’t even look
at Zeke, the ironworker who’s always first out,
last in, standing there, so four times a day–
start, lunch, quit–all the workers walk past him,
like a sandbar, waves washing back and forth,
that catches debris.
 
How to pick up the phone and call your friend,
the only one of the women not at class
the night the apprenticeship director met you all
at the door
carrying the nervous rumor
that one of the women had been raped
and you all look at each other
and it wasn’t any of you five.
 
How to respond–within protocol–
when someone takes your ladder or tools,
imitates your voices on the loudspeaker,
spraypaints Cunt on your Baker staging,
urinates in your hardhat,
drives to your home
where you live alone
with your daughter
and keys your truck parked
in your own driveway.
 
Later, you’ll need the advanced skills:
how–without dislodging the keystone–
to humiliate a person, how to threaten
a person. Deftly.
So no one’s certain for absolute
that’s what happened. Not even you.
 
",Susan Eisenberg,"Activities,Jobs & Working,School & Learning,Social Commentaries,Gender & Sexuality,Race & Ethnicity"
71,"
                    Pioneers, First Women in Construction
                ","
Her sister was shot, and hers found bludgeoned
dead in her car trunk; her mother was alcoholic,
and hers a suicide; her daughter killed by an uncle,
and hers stayed alive thanks to prison.
Before the term, date-raped, she was. Beforedomestic violence, love punched her face.
 
We wanted the career. Not just skills and money,
but structure, focus, printed plans, the rowdy order
of raising buildings that years later would still stand
right where you left them. We joined a tradition,
expected a well-marked path and a welcome.
The earnest ads never mentioned
 
we’d be human minesweepers steering around
barricades, sinkholes, lethal instructions, We learned
Solidarity was a corporation privately held.
Some left in shock. Some were maimed.
Some went missing. A few found gold.
 
Those with talent for sifting real threat from bluff,
or detecting hair-triggers before the blast, fared best,
We taught ourselves to disarm booby traps, shared
hand-drawn maps, and prepared for a long winter.
We lied on postcards home.  
 
",Susan Eisenberg,"Activities,Jobs & Working,Social Commentaries,Gender & Sexuality"
72,"
                    With a Coat
                ","
I was cold and leaned against the big oak tree
as if it were my mother wearing a rough apron
of bark, her upraised arms warning of danger.
Through those boughs and leaves I saw
dark patches of sky. I thought a brooding
witch waited to catch me up from under
branches and take me, careening on her broom,
to her home in the jaundiced moon.
I looked to the roof of mom and dad's house
and wondered if the paisley couch patterns
would change during the day. My brother peeked
from a window and waved. When the bus came,
I pawed away from the trunk, fumbled,
and took my first step toward not returning.
",Dante Di Stefano,
73,"
                    Bakery of Lies
                ","
My favorite is the cream puff lie,
the kind inflated with hot air,
expanded to make an heroic-sized story.
 
Another is the cannoli, a long lie,
well-packed with nutty details,
lightly wrapped in flakey truth.
 
A macaroon isn't a little white lie,
but it's covered
with self-serving coconut.
 
The apple tart carries slices
of sour gossip, only
slightly sweetened with truth.
 
Then there's the napoleon,
an Iago lie of pernicious intent,
layer upon layer of dark deceit.
",Judith Askew,
74,"
                    Old Country Portraits
                ","
My lost sister used to try the trick
with the tablecloth, waiting until
the wine had been poured, the gravy boat filled,
before snapping the linen her way
 
smug as a matador, staring down
silver and crystal that would dare move,
paying no mind to the ancestor gloom
gliding across the wallpaper like clouds
 
of a disapproving front—no hutch
or bureau spared, no lost sister sure
the trick would work this time, all those she loved
in another room, nibbling saltines,
 
or in the kitchen, plating the last
of the roast beef. How amazed they would be
to be called to the mahogany room
for supper, to find something missing,
 
something beautiful, finally, they could
never explain, the wine twittering
in its half-globes, candles aflutter, each
thing in its place, or so it seemed then,
 
even though their lives had changed for good.
",Richard Robbins,
75,"
                    Cradle Thief
                ","
""A cradle thief,"" my mother called the man
we'd see in shops, cafes, parks, even church,
with ""that poor girl"" beside him. Hand in hand,
they'd walk as if they didn't feel the scorch
of people's stares. The day we saw him press
his lips to hers, my mother blocked my eyes
as if his mouth (I longed for my first kiss)
against her mouth was smothering her cries.
All week, I ran a fever that wouldn't break.
""A cradle thief""—a voice I only half
knew as my own surprised me in the dark,
my sick-bed wet with shivers. ""A cradle thief,""
I said again, as if the words could will
my window broken, footprint on the sill.
 
",Caitlin Doyle,
76,"
                    The Ambition Bird
                ","
So it has come to this –
insomnia at 3:15 A.M.,
the clock tolling its engine
 
like a frog following
a sundial yet having an electric
seizure at the quarter hour.
 
The business of words keeps me awake.
I am drinking cocoa,
the warm brown mama.
 
I would like a simple life
yet all night I am laying
poems away in a long box.
 
It is my immortality box,
my lay-away plan,
my coffin.
 
All night dark wings
flopping in my heart.
Each an ambition bird.
 
The bird wants to be dropped
from a high place like Tallahatchie Bridge.
 
He wants to light a kitchen match
and immolate himself.
 
He wants to fly into the hand of Michelangelo
and come out painted on a ceiling.
 
He wants to pierce the hornet’s nest
and come out with a long godhead.
 
He wants to take bread and wine
and bring forth a man happily floating in the Caribbean.
 
He wants to be pressed out like a key
so he can unlock the Magi.
 
He wants to take leave among strangers
passing out bits of his heart like hors d’oeuvres.
 
He wants to die changing his clothes
and bolt for the sun like a diamond.
 
He wants, I want.
Dear God, wouldn’t it be
good enough just to drink cocoa?
 
I must get a new bird
and a new immortality box.
There is folly enough inside this one.
 
",Anne Sexton,"Living,Death,Life Choices,Arts & Sciences,Poetry & Poets"
77,"
                    Breadwinning for Birds
                ","
They pay me to lift
the ball off the bat
touch the slender hand
and slip beneath the taut band
 
I plant bulbs and mulch the mound
I hone a group of black birds
I do the simplest thing
 
In unison with the trees
people move as the sun moves
He calls a seagull an eagle
and I agree
 
Across the pond
they say I will
I know this is a problem
for the painter, etc.
 
Tell me where to go
if they ditch me mid-season
tell me a word
seeks its world
 
Praise be to the upper lip of decision
praise be to dumb clanking stems
 
Everything is alive
even you, floral loafer
 
",Alli Warren,"Activities,Sports & Outdoor Activities,Nature,Trees & Flowers"
78,"
                    Heliocentric
                ","



If I beg and pray you to set me free, then bind me more tightly still.
— Homer



I’m striving to be a better astronaut,
but consider where I’m coming from,
the exosphere,
a desk where the bluest air
thins to a lip. Impossible
to know the difference
from where I sit and space.
I promise I still dream
of coming back to you, settling
on your yellow for the kitchen.
We won’t fight. Let it not manifest.
Not over the crumpled bodies
of laundry. Let us not row
over the nail polish, its color,
the spilled sun. Inspiration
is the deadliest radiation.
It never completely leaves the bones.
You know.From here,
there are no obstructions
but the radiant nothingness. An aurora
borealis opens
like a fish. This. To the pyramids, yes,
to a great wall. And there you are,
moving from curtain to curtain. O, to fantasize
of having chosen
some design with you.
But the moons over Jupiter. But
asteroids like gods
deadened by the weight of waiting. I remember
you said pastel
for the cabinet where the spice
rack lives. That I ought’ve picked you
up flowers when I had a chance. Daisy, iris, sun.
Red roses. Ultraviolet,
the color of love
(what else but this startles the air open
like an egg?).
I’m really trying
to be better, to commit
to memory the old songs about the ground,
to better sense your latitudes,
see the corona of your face.
Take your light
as it arrives. Earth is heavenly
too. But know that time is precious
here. How wine waits years and years to peak.
What is there to do: I’ve made love
to satellites in your name.
I’m saying I can’t say
when I’ll return. Remember me, for here are
dragons and the noble songs of sirens.
Stars that sway
elysian. Ships that will not moor, lovers
who are filled with blood and nothing
more. Who could love you
like this? Who else will sew you in the stars?
Who better knows your gravity and goes
otherwise, to catastrophe?
I’ve schemed and promised
to bring you back a ring
from Saturn. But a week passes, or doesn’t
manage. Everything steers impossible
against the boundless curb of light.
Believe I tried
for you. Against space. Time
takes almost everything
away. To you. For you.
A toast to the incredible. I almost wish
I’d never seen the sky
when always there was you. Sincerely,
",Keith S. Wilson,"Living,Separation & Divorce,Love,Break-ups & Vexed Love,Activities,Travels & Journeys,Nature,Stars, Planets, Heavens"
79,"
                    Annotations for a Memorial
                ","
Something so light
almost nothingNot a list of violencesnor reports from beauty
One person looks up
& then another after
another looking
up in the same direction
Who took this picture of Fight ghost town
this is Palestine",Carolina Ebeid,"Living,Sorrow & Grieving,Social Commentaries,History & Politics,War & Conflict"
80,"
                    Civitas
                ","
Acts of love have
material effects. For a woman
tending the sacred fire, these include
the risk of becoming
an extinguisher
of flames essential
to civic life. It is a burden
to put out
what others hold as central
to faith in coherence. Acts of faith
have material effects — a Vestal
Virgin touched by encounter
must be buried alive,
a beautiful metaphor
for shame itself, which squirms
even under all that dirt. Thus, the dead
learn too late
that devotion should be
unidirectional, a straight line
from here to suffocation. Love must not
bleed at the edges, must not meet
others in the banal spaces
of civic life. It is a burden
to personify. If Vesta’s hearth is the site
of the sacred, its material effects
are destruction: burning, consumption,
constant hunger
for more wood. Acts
of destruction have
fantasmatic effects. For a body
surviving encounter, these include
civic life, shame;
the risk of being
a proxy — tender
of the hearth belonging
to the public, by way
of the goddess, who embodies a dream
of faith in coherence. Material effects
extinguish themselves, eventually,
as when a woman
touched in the correct way
undoes the burden
of love and puts out, taking
the goddamn city in and under.
",Mia Kang,"Living,The Body,Social Commentaries,Gender & Sexuality,History & Politics,Mythology & Folklore,Greek & Roman Mythology"
81,"
                    A Dead Thing That, in Dying, Feeds the Living
                ","
I’ve been thinking about the anatomy
of the egg, about the two interior membranes,
the yolk held in place by the chalazae, gases
moving through the semipermeable shell.
A curious phrase, the anatomy of the egg,
as if an egg were a body, which it is,
as if the egg could be broken then mended,
which, depending on your faith, broken yes,
but mended? Well. Best to start
again, with a new body, voided
from a warmer one, brooded and turned.
Better to begin as if some small-handed
animal hadn’t knocked you against a rock,
licked clean the rich yolk and left
the albumen to dry in the sun — as if a hinged
jaw hadn’t swallowed you whole.
What I wanted: a practice that reassured
that what was cracked could be mended
or, at least, suspended so that it could not spread.
But now I wonder: better to be the egg or scaled
mandible? The small hand or the flies, bottle black
and green, spilling their bile onto whatever’s left,
sweeping the interior, drinking it clean?
I think, something might have grown there, though
I know it was always meant to be eaten,
it was always meant to spoil.
",Donika Kelly,"Living,Sorrow & Grieving,Nature,Animals,Religion,The Spiritual"
82,"
                    Dear —
                ","
I am not land or timber
nor are you
ocean or celestial body,
but rather we are
the small animals
we have always been.
The land and the sea
know each other
at the threshold
where they meet,
as we know something
of one another,
having shown,
at different times,
some bit of flesh,
some feeling.
We call the showingknowing instead of practice.
We seem to say,
at different times,A feeling comes.
What is the metaphor
for two animals
sharing the same space?Marriage?
We share a practice,
you and I,
a series of postures.
Here is how I
become a tree
[                            ]
and you
[                            ]
a body in space.
",Donika Kelly,"Living,The Body,Love,Romantic Love,Nature,Animals,Landscapes & Pastorals"
83,"
                    1969
                ","
The summer everyone left for the moon
even those yet to be born. And the dead
who can’t vacation here but met us all there
by the veil between worlds. The number one song
in America was “In the Year 2525”
because who has ever lived in the present
when there’s so much of the future
to continue without us.
How the best lover won’t need to forgive you
and surely take everything off your hands
without having to ask, without knowing
your name, no matter the number of times
you married or didn’t, your favorite midnight movie,
the cigarettes you couldn’t give up,
wanting to kiss other people you shouldn’t
and now to forever be kissed by the Earth.
In the Earth. With the Earth.
When we all briefly left it
to look back on each other from above,
shocked by how bright even our pain is
running wildly beside us like an underground river.
And whatever language is good for,
a sign, a message left up there that reads:here men from the planet earthfirst set foot upon the moonjuly 1969, a.d.we came in peace for all mankind.
Then returned to continue the war.
",Alex Dimitrov,"Activities,Travels & Journeys,Nature,Stars, Planets, Heavens,Arts & Sciences,Sciences,Social Commentaries,War & Conflict"
84,"
                    Care
                ","
Dress like you care!
Eat like you care!
Care like you care!
You don’t think
apples just grow on trees,
do you?•
A fish taps a clam
against a bony knob
of coral
to crack its shell — 
which demonstrates intelligence
yes, but
is the fish
pleased with itself?•
Alone in your crib,
you form syllables.
Are you happy when one
is like another?
Add yourself
to yourself.
Now you have someone.
",Rae Armantrout,"Living,Infancy,Life Choices,The Mind,Arts & Sciences,Language & Linguistics"
85,"
                    The Job
                ","
Attending to verbal constructs
makes care long-term,
not acute,
which is for the best
because, though flawed,
each one is salvageable
or replaceable
unlike my flesh.
Words can be compared
with moments,
houses, trees, wires,
wires, trees, houses.
All stand
on their marks.
Still,
there’s a lot of overlap.
I move my eyes
to make time.
I take their measure
and create a duplicate.
",Rae Armantrout,"Living,The Body,Time & Brevity,Arts & Sciences,Language & Linguistics,Poetry & Poets"
86,"
                    Don Giovanni
                ","
It is eighty degrees in December.
It is he, on one of his furloughs,
bringing himself — and hell — up to date.My Don Juan, the better climber
(as the mercury yo-yos),is in a newly roused state,
the world circumcised away
from an out-of-season bud
leaving at the scrupulous rim,as it unfurls, a darker appliqué,
like O-positive frozen solidat the sight of one’s resuscitated victim.
This rosebush assiduously forks over
its works where most grandifloras falter,
thriving as far into the year as Capricorn.While named after a lover,
it decorates its own altarand wields an extraordinary thorn:
once I saw it catch a football
in those semiquaver quasi-teeth;
it is three-headed, like Cerberus,a hybrid drawing bloodlines from a root-ball
on hands all that’s impure lies beneath.Hands can train it, barbarous
as it is, on an arbor, and I might like
to take its thick canes in harness,
first pouring cement as a base(so it would know I meant business).
Always poised to strike,they eventually undo their stays,
baying out like a window
of garnet, as at Chartres
(torture chamber in its basement,or so I hear). I wonder how
such a daemon rose got its start,what fairy tale explains its scent    ...    
And then I go out tonight
and find him, swiping right
on every pretty face in candlelight.It is almost Christmas. Stacks
of square plates. (It’s an open plan.) Racksof bottles. The whites and blacks,
clear glass, and stainless steel sieves
denote compliance with standards.
A wire basket of freckled pearsis transparency; sterilized knives
give full disclosure; and as regardsthe stemware, due diligence dares
a slip, especially on chanteuses like these
salting down from state-of-the-art speakers.
(Or is it sugar?) Does the chorizo flambénot deter him? Gold as all hell, Valkyries
stand tall with beer to the brim. Beakersin Siren form flush with Chianti, if not ambi-
valence. Recalling the steel meshes
belting Monterosso’s
cliffs against the voxDei of the sea, the myth refleshes:
ordering, in the manner of heroes,an Andromeda on the rocks.
",Ange Mlinko,"Love,Desire,Nature,Trees & Flowers,Arts & Sciences,Music,Social Commentaries,Gender & Sexuality,Mythology & Folklore,Fairy-tales & Legends,Greek & Roman Mythology"
87,"
                    habitual
                ","
i be but i don’t is. i been & i
am one who be on my own biz. i love
not a b____. but see know i been loved. i’m
one who been that & then not deserved much
cuz i been on my own dirt. i don’t know
love. i been a lie but don’t be a lie
i be fly sometimes but don’t be a fly
sometimes i be addict-like but not high
like an addict’s like. just scratching low stones
like an addict might. stop? not an option.
i be getting mine. been getting over.
been over this but be caught in a cycle.
but you be what you be & it be good.
& i be moved & making new habits.
",Nate Marshall,"Living,Life Choices,The Mind"
88,"
                    everything i’ve called women
                ","
if i said baby you might think a certain thing but nah.
that’s only maybe what i mean, perhaps i’ll say ma
& your mind says Cam’ron, women creeping up
but i’m a changed man, & that’s not game ma.
it’s practice in high school & THOT isn’t out yet.
we’re classic Chicago & bustdowns bloom in our mouths. my Ma
spits Too $hort & the line i catch the first time
is b*tch b*tch b*tch make me rich but Ma
puts me on punishment when i whisper Ludacris
& tells me sex shouldn’t hurt. i say nothing & Ma
lets it go until a few years later when i get becky
or brain or top or dome by a white girl & Ma
tells me everything i’ve risked for this escapade.
i can’t fix my mouth to say                     but Ma
what i got i didn’t ask for",Nate Marshall,"Love,Desire,Relationships,Men & Women,Arts & Sciences,Language & Linguistics,Music,Social Commentaries,Gender & Sexuality,Race & Ethnicity"
89,"
                    Figure
                ","
He snapped his lighter shut, placed it beside the metronome
on his nightstand. We’d just made love and I was
sitting naked on the edge of his bed, watching the stars
appear. He told me my skin was chatoyant
in the window light, like wet fiddleback maple. I asked him
what chatoyant meant. He grinned and explained
growth distortion, how it could pattern the wood fibers
into flames of alternating tones. I told him
that was nice and he said he could take me to the workshop
for a look around. Show me what he was talking
about. I rolled my eyes. It sounded so boring. But then
he bit into my thigh and said he wanted to
fashion me into a beautiful cello. He drove with both hands
on the wheel and told me he thought of everyone
as instruments. He said his father was filled with knots
like a burl and only good for music boxes
but his mother was quilted beneath her surface, like rippled
river water. Then he just stared ahead at the road
and kept quiet the rest of the way. When we got inside
he felt along the wall and flipped a switch
so I could see the three white torsos, each with a headstock
and fretboard attached to the sternum. They were
displayed on hangers like guitars. I covered my mouth
with a shaking hand, backed away and ran
out to the parking lot. He stood at the door and watched me
squeal away in his pickup. The sky clouded over
as I drove to the police station, all the millions of stars
like birds’ eyes. Like the darkness was sawn
off the trunk of a black walnut tree, then sliced into a veneer.
",Zack Strait,"Living,The Body,Love,Break-ups & Vexed Love,Desire,Arts & Sciences,Music,Painting & Sculpture"
90,"
                    An Attempt at Genealogy
                ","
1
Where am I from?
In black basilicas
dragged incessantly
down a cross
is a man
who here resembles
a dresssnatched from a hanger,
there: thick clouds of muscles — an overcast body — 
embodied weather
of one hardly-known country.
(A country where I am from?)
Dragging him,
they stick their hands under his armpits.
How cozy their hands arein such a warm place!
Through a cut in his chest
Eve watches
with her one bloody eye.
Of a cut in the chest — a red eyelash!
But
where am I from?2
Yes, a man
resembles
a dresssnatched from a hanger.
Inside blackalphabet
dragged incessantly down
each letter
is a man.3
To a telephone in a long hallway
as if to a well for water.
(Well, where am I from?)
(Neither mama’s
nor papa’s,
my round face
takes after
a rotary phone.)
A rotary phone is my gene pool.
My body rings as it runs
to put my head
on the strong shoulder of the receiver.
Blood is talking! Blood connection is weak.
Inside the receiver I hear crackle
as if fire were calling.
Who is this?
It’s me, fire receiver.
But where am I from?4
Days of merciless snow behind the kitchen window — 
snow got deposited like fat under our skin.
How large we’ve grown on those days!
So much time spent at the kitchen table
trying to decide where to put commas
in sentences about made-up lives,
yet no one bothered to tell us
that words, uttered once,
crowd in the brain like in a hospital lobby.
That time is supposed to heal
only because once
it was seen with a scalpel in its hands.
You’ve made a mistake, you’d say mysteriously,
pointing at lines written by a child. Think
of another word with the same root.
As if words can have roots.
As if words didn’t come from darkness,
cat-in-the-bag words,
as if our human roots were already
known to us.
Here’s Grammar, here’s Orthography,
here’s a paper rag “bread, milk, butter.”
What roots? What morphology? What rules
of subjugation? How is it even possible
to make a mistake? Here’s Physics, Chemistry,Geometry with its atlas, now,
where are Vaclav’s letters,
1946?
What to do about the etymology of us?Our etymology?
1946 crowds my hospital lobby.
The face of a rotary phone,
the face of a clock,
the face of a radio on the wall — 
these are my
round-faced
progenitors.
But Vaclav’s face — 
where?
(Again a man
resembles
a dress snatched from a hanger.)
And where are the letters? One
per week, in his best Sunday
handwriting?
Inside the receiver — fire.
(How cozy are my ears in such a warm place!)
But where am I from?5
A postwar city, barracks — the joy of a first apartment — 
a coat, a jacket, a leather purse
fat with pills, but where are
the where-letters
from the where-face?
Evacuated face,
de-evacuated face,
sick not sick, stuck through face,
vacuum face,
lab rat face.
This country was tested on Vaclav’s face.
Now we can live in peace.
So,
where am I from?
A postwar city, barracks — the joyof a deactivated face,
vacated face.
A face snatched from a hanger.
Absence as an inner organ.6
In a village known for a large puddle
where all children fall between the two categories
of those who hurt the living things
and those who hurt the nonliving things,
in a village known
for being unknown
(where am I from?),
a graveyard around an old church,
the frightening alphabet
around the village,
an alphabet on gravestones,
marble letters under the moth-eaten snow.
Under the moth-eaten snow
my motherland has good bones.7
My motherland rattles its bone-keys.
A bone is a key to my motherland.8
My motherland rattles its bone-keys.
Eve watches with her one red eyelash.
Under the moth-eaten snow
my motherland has good bones.
In my motherland people kneel before wells.
In my motherland people pray to the crosses of flying birds.
A bone is a key to my people.
Among my people, only the dead
have human faces.
Still,
where am I from?9
Women saints in berets of golden threads,
who are they by your feet, seated like pets?
An angel with wings of a peacock,
an angel with a human face.
Butwho are they by your feet,seated like pets?
Now, if you wear such golden berets,
if you tame children and angels,
if your white boneless fingers leaf through a book
while I gnawon this wooden verse,
would you, holy women who wear golden berets,
put the hairs on my tongueinto a pigtail?10
A mouse-tail of a word for a word-loving rodent!
Inside my alphabet
dragged incessantly down
each frightening letter
is a man.
My frightening alphabet in his best Sundayhandwriting.
A letter addressed to lost letters,
phone-face, clock-face, radio-face —face as an inner organ.
Where are Vaclav’s lettersas an inner organ.
On the borderlines of my motherland— wet laundry claps in the wind like gunfire.
Have you heard of my motherland?
My motherland is a raw yolk inside a Fabergé egg.
This yolk is what gives gold its color.
This face is a fire-receiver.
This face is an inner organ.
A bone as a key to my people.
Where am I from?11
The golden bones of my motherland are ringing!
",Valzhyna Mort,"Living,Separation & Divorce,Relationships,Family & Ancestors,Religion,Christianity,Arts & Sciences,Language & Linguistics,Social Commentaries,History & Politics,War & Conflict"
91,"
                    Contortionist
                ","
in the blackest recesses of Bistro Malatesta entre les heures du quatre à cinq
(forgoing his liaison with Odette for the third time in as many days) Prudhomme
observes a snailfish
undulating round the hat stand’s spine, the stalagmites of candles (its sad, small
eyes, its cryptic lack of scales)
wants to cleave to it
wants to shake the dipsomaniac in the corner, hiss Ay caramba! Have you seen it?Here on the Rue Mouffetard — so far from deep-sea canyons, so far from home?
considers eating it flavored with rosemary, flavored with dill
whiskery thing
sees it, loses it in Gauloise furls, catches it again, its curl/uncurl progression along a
velveteen banquette
it stirs him — its decision in oblivion to be a thing of  light and so gelatinous
thinks of turtles nibbled at by surgeonfish
wonders if perhaps he’s lost his grip, and if  he has,
likes it
",Claudine Toutoungi,"Living,The Mind,Nature,Animals,Arts & Sciences,Poetry & Poets"
92,"
                    Otto Dix
                ","
In Exodus
Moses is hidden
in a cleft, behind God’s hand,
begging,
and he sees — rushing past him — 
God’s back, diminishing.
Moses stops begging.
God’s back is black fog.
I know. He, we guess,
means to do it,
to do all of this.
The brute center part
of an iridescent moth.
The carnation
against the man.
",Molly Brodak,"Nature,Trees & Flowers,Religion,Faith & Doubt,God & the Divine,Arts & Sciences,Painting & Sculpture,Social Commentaries,War & Conflict"
93,"
                    Where Are the Days of Tobias
                ","



                               Where are the days of Tobias,
when one of you, veiling his radiance, stood at the front door,
slightly disguised for the journey, no longer appalling.
— Rainer Maria Rilke, tr. by Stephen Mitchell



The fresco cracks cooperatively over time. Not to give a secret away
but gradually to break off keeping it. In the sky you make birds
like this, one wing longer than the other, an asymmetrical v
wedged against wind, one stroke longer than another,
never the bodies turned the same direction, each finding
its own angle, and one, in the distance,
a dot. These are the Deadly Birds of the Soul
Rilke was forced to call terrifying.
Migratory, weighing no more than a pencil.
Because every flying thing is passionate, and every flight
a posture torn from stone.
There was a time it was a theme
parents would pay an artist to realize — the face of a beloved son,
a Luca or Piero, painted onto the shoulders of Tobias,
painted into the company of Raphael. You tell yourselves
and your quiet house
no harm will come to the boy
as he goes out. A guardian, though, is not a guard. To keep safe
is subtly different from confining. Radiance can strategically
direct itself to seem like us, ready, as it were, to walk.
As a mirror goes through the appearance of requiring
subsistence, goes through the motions of a meal
whose food appears to be food.
Radiance, we know, is never quite as warm as light.
Who has not tasted the silver in sea mist?
Whosever they are, angels are the first to surface there.
You know a guardian by the silver of a river-crossing,
of a father’s filmy eyes, in gall, heart, fire,
and mostly smoke. In smoke and mostly mirror.
As, wedged between forward and backward being,
rehashing and planning ahead, presence will be specked again
with being erased, a reusable writing surface
calling down to the life without rest, the self-propelled
surveillances of sharks.
",Sarah Gridley,"Relationships,Family & Ancestors,Religion,God & the Divine,Arts & Sciences,Painting & Sculpture"
94,"
                    Panic at John Baldessari’s Kiss
                ","
The aftermath always happening like an airplane falling, or a man
midair falling from a horse, and an arrow, a gun, many guns
pointing away, at us, our all bull’s-eye-on-the-mark. This is what he
sees when he sees. Maybe Wrong or not, the appropriation, the film
clip, chase, pressed lips over lips, photo moment on the minute-drawn
breath in, the over, the under, bodies in black and white cut to pose,
the way a kiss can pose, dispose of everything around it for another,
dispose of thinking. It’s like waving good-bye. Mouth to mouth seeing
as saying. Inside. Resuscitation back to the brain saying yes as the mouth
makes an O. Circles for the digital age, colored dots for faces already
made for erasing. Hurry, come, he, 6’7”, sees fifteen minutes from the
Mexican border, cremates his old paintings up close. But the ashes were
kept in a book urn, not so afloat in the ocean with my parents, Above,
On, and Under (with Mermaid)",Elena Karina Byrne,"Living,The Mind,Love,Desire,Arts & Sciences,Painting & Sculpture,Social Commentaries,Gender & Sexuality"
95,"
                    Vertigo
                ","



After Hieronymus Bosch, “The Garden of Earthly Delights,” triptych right panel



But all dark notes are dismantled
there from the middle ear
downward. Voyaged mind, cauldron skin.
Can you claim anything is yours?
The burning salt hour
throws its black broken-glass frame skyward.
Left behind
the mum orchestra, body parts in peril
and animals dizzy for
lust past all lost
astronomy and wipeout,
this naked edible overjoy, a kind
of suicide in syllables, fifth
panic, fourth stall’s birds-fermata, this
half ocean’s susurrus is coming over us in the picture.
Can you akin? Can you
hear it, pinned to the unseasonable underearth,
an option for music and water
constantly changing shape, an answer
in dissonance? To hear desire
is to wake yourself inside, upturned,
long enough to know
tomorrow is exile. Chaos, body harp,
and painted butt music, crowd-crawl, rose
crowned to the chest, rabbit
call and playing cards    ...    listen,
I’m hell-humming in
your direction, giddy, I am too taken
to leave it alone, the will
locked in as if it is already
inside of me now: to fall.
Let’s be clear,
my darling, in the reeling
crave, spilled gut-platter
of enclosed bones, in
the final flesh-clean drop, it sounds
like fire rising
with the cliff’s updraft.
",Elena Karina Byrne,"Living,The Body,Love,Desire,Religion,Christianity,Arts & Sciences,Music,Painting & Sculpture"
96,"
                    Mind Garden, Heart Garden:
                ","



National Portrait Gallery



I have a need to see the painting when no one is looking. The god-
thought if there was such a thing, inconsolable, of Saturday
reaching for Sunday to ride out onto the Indian Ocean like
an argument of starched waves in their coffin-white lace I might
finger as I pass. There are hands in the paintings: raised, pointing,
folded, reaching, reaching    ...    there’s a leporello book intended for
my ex-lover’s breathing, weather balloons like colored severed heads
laughing their way up the sky’s fever-continuing threshold of three
miles withholding this formula for desire. Beside the one body and its
skying figures of speech, night’s impressionist-flecked mask captured
by singing: try to inhale. And again, please. Cough up cadmium twice,
suddenly. Carry the caraway seed page away, fill your sea purse head
with the tiny unborn. Painting, like digging up your garden in the dark,
isn’t spring. Isn’t daddy root, mama bud pullulating for some creation.
Isn’t spring. Isn’t season’s salt measure for your worth. Whoever
told you that lied about what’s to be framed next.
",Elena Karina Byrne,"Living,Parenthood,The Body,Love,Desire,Arts & Sciences,Painting & Sculpture"
97,"
                    The Diagnosis
                ","



An erasure of Henry Wadsworth Longfellow’s “Palingenesis”



I, sobbing in the rolling mist,
Started for peopled days. In dreams
A faded, lonely promontory shed petals.
Belief exists. Cunning with its perfume
Working from youth, defiance. A phantom
Vanished. The swift surrenders, leap into
The old dead heart of lies.
I will give, remembering my turns
Into foliage. Of what light unseen!
What, what, what, what, what, what
Will hold still without its end?
",John Lee Clark,"Living,Death,Growing Old"
